,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,type
4820,0.109,0.175,0.529,0.051,0.082,0.109,0.541,0.202,0.019,0.521,0.479,nonDRNA
4821,0.135,0.205,0.48,0.049,0.105,0.135,0.489,0.233,0.035,0.495,0.505,nonDRNA
4822,0.1,0.167,0.522,0.041,0.07,0.1,0.507,0.207,0.044,0.474,0.526,nonDRNA
4823,0.148,0.213,0.457,0.035,0.161,0.148,0.457,0.217,0.026,0.387,0.613,nonDRNA
4824,0.129,0.178,0.511,0.052,0.094,0.129,0.485,0.236,0.036,0.547,0.453,nonDRNA
4825,0.211,0.254,0.38,0.021,0.106,0.211,0.43,0.268,0.07,0.423,0.577,nonDRNA
4826,0.089,0.254,0.468,0.033,0.125,0.089,0.426,0.238,0.019,0.645,0.355,nonDRNA
4827,0.134,0.179,0.535,0.045,0.076,0.134,0.508,0.212,0.029,0.518,0.482,nonDRNA
4828,0.101,0.25,0.487,0.048,0.057,0.101,0.474,0.232,0.026,0.64,0.36,nonDRNA
4829,0.104,0.208,0.541,0.065,0.121,0.104,0.515,0.238,0.03,0.584,0.416,nonDRNA
4830,0.11,0.243,0.485,0.051,0.074,0.11,0.518,0.195,0.026,0.54,0.46,nonDRNA
4831,0.117,0.14,0.559,0.037,0.057,0.117,0.512,0.197,0.033,0.538,0.462,nonDRNA
4832,0.107,0.214,0.476,0.028,0.111,0.107,0.471,0.204,0.038,0.556,0.444,nonDRNA
4833,0.073,0.313,0.462,0.04,0.095,0.073,0.486,0.167,0.042,0.601,0.399,nonDRNA
4834,0.133,0.213,0.521,0.039,0.08,0.133,0.541,0.201,0.064,0.521,0.479,nonDRNA
4835,0.108,0.201,0.546,0.045,0.084,0.108,0.529,0.184,0.041,0.542,0.458,nonDRNA
4836,0.128,0.171,0.512,0.049,0.11,0.128,0.518,0.213,0.037,0.494,0.506,nonDRNA
4837,0.144,0.216,0.497,0.058,0.093,0.144,0.5,0.241,0.048,0.473,0.527,nonDRNA
4838,0.133,0.165,0.568,0.065,0.055,0.133,0.502,0.205,0.034,0.565,0.435,nonDRNA
4839,0.159,0.176,0.494,0.038,0.067,0.159,0.477,0.213,0.033,0.498,0.502,nonDRNA
4840,0.134,0.208,0.53,0.02,0.067,0.134,0.537,0.188,0.074,0.564,0.436,nonDRNA
4841,0.146,0.182,0.52,0.058,0.115,0.146,0.516,0.248,0.035,0.445,0.555,nonDRNA
4842,0.108,0.211,0.542,0.024,0.078,0.108,0.542,0.175,0.06,0.542,0.458,nonDRNA
4843,0.142,0.188,0.521,0.054,0.062,0.142,0.483,0.225,0.046,0.575,0.425,nonDRNA
4844,0.134,0.247,0.456,0.031,0.122,0.134,0.492,0.209,0.026,0.489,0.511,nonDRNA
4845,0.15,0.217,0.512,0.053,0.077,0.15,0.469,0.246,0.048,0.594,0.406,nonDRNA
4846,0.112,0.203,0.5,0.054,0.129,0.112,0.516,0.23,0.025,0.541,0.459,nonDRNA
4847,0.121,0.235,0.477,0.043,0.086,0.121,0.481,0.207,0.022,0.454,0.546,nonDRNA
4848,0.132,0.232,0.485,0.066,0.118,0.132,0.502,0.247,0.046,0.464,0.536,nonDRNA
4849,0.129,0.182,0.568,0.046,0.046,0.129,0.568,0.198,0.033,0.597,0.403,nonDRNA
4850,0.145,0.13,0.6,0.095,0.069,0.145,0.558,0.262,0.032,0.487,0.513,nonDRNA
4851,0.145,0.132,0.597,0.095,0.069,0.145,0.558,0.262,0.032,0.487,0.513,nonDRNA
4852,0.128,0.204,0.528,0.039,0.057,0.128,0.494,0.2,0.007,0.519,0.481,nonDRNA
4853,0.154,0.184,0.514,0.057,0.119,0.154,0.504,0.247,0.045,0.437,0.563,nonDRNA
4854,0.07,0.34,0.44,0.041,0.096,0.07,0.485,0.175,0.07,0.66,0.34,nonDRNA
4855,0.108,0.172,0.59,0.06,0.069,0.108,0.524,0.208,0.036,0.503,0.497,nonDRNA
4856,0.141,0.208,0.483,0.033,0.095,0.141,0.464,0.206,0.035,0.43,0.57,nonDRNA
4857,0.142,0.261,0.446,0.045,0.066,0.142,0.464,0.224,0.042,0.507,0.493,nonDRNA
4858,0.157,0.183,0.478,0.05,0.121,0.157,0.45,0.257,0.045,0.505,0.495,nonDRNA
4859,0.093,0.215,0.529,0.023,0.052,0.093,0.529,0.169,0.052,0.587,0.413,nonDRNA
4860,0.093,0.209,0.552,0.017,0.058,0.093,0.535,0.151,0.052,0.616,0.384,nonDRNA
4861,0.09,0.243,0.508,0.017,0.056,0.09,0.508,0.164,0.062,0.61,0.39,nonDRNA
4862,0.096,0.237,0.52,0.028,0.056,0.096,0.52,0.169,0.073,0.65,0.35,nonDRNA
4863,0.09,0.249,0.497,0.017,0.056,0.09,0.52,0.169,0.068,0.633,0.367,nonDRNA
4864,0.09,0.249,0.508,0.017,0.062,0.09,0.508,0.158,0.056,0.638,0.362,nonDRNA
4865,0.133,0.158,0.551,0.055,0.053,0.133,0.518,0.213,0.05,0.515,0.485,nonDRNA
4866,0.134,0.212,0.413,0.029,0.098,0.134,0.42,0.263,0.012,0.484,0.516,nonDRNA
4867,0.152,0.201,0.489,0.034,0.06,0.152,0.486,0.224,0.041,0.516,0.484,nonDRNA
4868,0.101,0.132,0.558,0.039,0.062,0.101,0.547,0.174,0.05,0.527,0.473,nonDRNA
4869,0.139,0.183,0.508,0.033,0.072,0.139,0.483,0.217,0.025,0.531,0.469,nonDRNA
4870,0.16,0.195,0.431,0.039,0.095,0.16,0.416,0.249,0.028,0.426,0.574,nonDRNA
4871,0.108,0.243,0.514,0.055,0.087,0.108,0.545,0.178,0.021,0.461,0.539,nonDRNA
4872,0.106,0.208,0.528,0.042,0.083,0.106,0.543,0.204,0.034,0.475,0.525,nonDRNA
4873,0.097,0.203,0.513,0.043,0.106,0.097,0.496,0.186,0.029,0.51,0.49,nonDRNA
4874,0.11,0.158,0.589,0.048,0.062,0.11,0.596,0.185,0.027,0.507,0.493,nonDRNA
4875,0.14,0.191,0.541,0.076,0.092,0.14,0.532,0.255,0.054,0.541,0.459,nonDRNA
4876,0.137,0.13,0.53,0.063,0.048,0.137,0.521,0.232,0.01,0.467,0.533,nonDRNA
4877,0.131,0.175,0.421,0.029,0.083,0.131,0.411,0.302,0.036,0.511,0.489,nonDRNA
4878,0.127,0.18,0.52,0.036,0.058,0.127,0.499,0.205,0.029,0.532,0.468,nonDRNA
4879,0.127,0.186,0.526,0.036,0.058,0.127,0.507,0.198,0.029,0.539,0.461,nonDRNA
4880,0.096,0.27,0.496,0.052,0.061,0.096,0.574,0.157,0.043,0.504,0.496,nonDRNA
4881,0.116,0.176,0.581,0.053,0.066,0.116,0.578,0.196,0.043,0.565,0.435,nonDRNA
4882,0.077,0.222,0.551,0.111,0.072,0.077,0.531,0.261,0.043,0.575,0.425,nonDRNA
4883,0.13,0.216,0.506,0.048,0.082,0.13,0.511,0.208,0.039,0.524,0.476,nonDRNA
4884,0.19,0.152,0.476,0.038,0.086,0.19,0.486,0.248,0.048,0.343,0.657,nonDRNA
4885,0.1,0.157,0.62,0.049,0.023,0.1,0.589,0.183,0.057,0.563,0.437,nonDRNA
4886,0.119,0.161,0.555,0.062,0.067,0.119,0.533,0.217,0.038,0.536,0.464,nonDRNA
4887,0.112,0.195,0.508,0.023,0.036,0.112,0.459,0.185,0.033,0.576,0.424,nonDRNA
4888,0.151,0.241,0.456,0.083,0.064,0.151,0.461,0.268,0.038,0.544,0.456,nonDRNA
4889,0.15,0.232,0.465,0.08,0.064,0.15,0.458,0.265,0.028,0.547,0.453,nonDRNA
4890,0.11,0.19,0.505,0.05,0.06,0.11,0.505,0.2,0.025,0.51,0.49,nonDRNA
4891,0.111,0.164,0.6,0.037,0.041,0.111,0.555,0.172,0.022,0.576,0.424,nonDRNA
4892,0.103,0.184,0.54,0.034,0.057,0.103,0.517,0.172,0.034,0.471,0.529,nonDRNA
4893,0.122,0.2,0.498,0.033,0.087,0.122,0.472,0.2,0.047,0.484,0.516,nonDRNA
4894,0.156,0.177,0.456,0.014,0.082,0.156,0.49,0.231,0.041,0.449,0.551,nonDRNA
4895,0.129,0.104,0.618,0.049,0.087,0.129,0.524,0.188,0.013,0.515,0.485,nonDRNA
4896,0.157,0.184,0.395,0.032,0.097,0.157,0.389,0.259,0.038,0.389,0.611,nonDRNA
4897,0.173,0.142,0.503,0.034,0.077,0.173,0.485,0.222,0.038,0.413,0.587,nonDRNA
4898,0.116,0.261,0.496,0.068,0.089,0.116,0.496,0.214,0.021,0.481,0.519,nonDRNA
4899,0.154,0.204,0.439,0.047,0.134,0.154,0.458,0.279,0.025,0.447,0.553,nonDRNA
4900,0.148,0.231,0.417,0.005,0.044,0.148,0.426,0.206,0.023,0.421,0.579,nonDRNA
4901,0.128,0.215,0.457,0.035,0.136,0.128,0.467,0.25,0.014,0.459,0.541,nonDRNA
4902,0.179,0.199,0.486,0.058,0.116,0.179,0.491,0.28,0.023,0.387,0.613,nonDRNA
4903,0.16,0.16,0.51,0.04,0.1,0.16,0.48,0.23,0.03,0.49,0.51,nonDRNA
4904,0.122,0.22,0.526,0.049,0.119,0.122,0.508,0.211,0.037,0.465,0.535,nonDRNA
4905,0.156,0.184,0.479,0.048,0.093,0.156,0.484,0.249,0.031,0.45,0.55,nonDRNA
4906,0.119,0.261,0.487,0.059,0.092,0.119,0.481,0.211,0.024,0.469,0.531,nonDRNA
4907,0.075,0.265,0.501,0.044,0.117,0.075,0.48,0.166,0.023,0.607,0.393,nonDRNA
4908,0.103,0.199,0.533,0.046,0.086,0.103,0.496,0.216,0.015,0.582,0.418,nonDRNA
4909,0.122,0.23,0.503,0.046,0.115,0.122,0.464,0.214,0.036,0.51,0.49,nonDRNA
4910,0.162,0.197,0.486,0.035,0.07,0.162,0.542,0.246,0.12,0.465,0.535,nonDRNA
4911,0.151,0.158,0.533,0.072,0.066,0.151,0.533,0.25,0.033,0.533,0.467,nonDRNA
4912,0.098,0.249,0.482,0.047,0.098,0.098,0.506,0.21,0.044,0.541,0.459,nonDRNA
4913,0.142,0.194,0.492,0.06,0.097,0.142,0.484,0.25,0.022,0.482,0.518,nonDRNA
4914,0.158,0.18,0.453,0.023,0.068,0.158,0.449,0.226,0.046,0.448,0.552,nonDRNA
4915,0.123,0.216,0.515,0.045,0.082,0.123,0.522,0.22,0.052,0.563,0.437,nonDRNA
4916,0.047,0.18,0.56,0.027,0.033,0.047,0.533,0.127,0.033,0.567,0.433,nonDRNA
4917,0.098,0.237,0.519,0.013,0.038,0.098,0.525,0.138,0.034,0.544,0.456,nonDRNA
4918,0.185,0.207,0.451,0.033,0.08,0.185,0.451,0.255,0.04,0.476,0.524,nonDRNA
4919,0.098,0.211,0.602,0.033,0.106,0.098,0.61,0.163,0.024,0.545,0.455,nonDRNA
4920,0.117,0.234,0.495,0.064,0.08,0.117,0.505,0.229,0.08,0.622,0.378,nonDRNA
4921,0.151,0.125,0.507,0.029,0.053,0.151,0.469,0.262,0.029,0.5,0.5,nonDRNA
4922,0.122,0.168,0.558,0.043,0.066,0.122,0.538,0.193,0.051,0.508,0.492,nonDRNA
4923,0.137,0.215,0.488,0.079,0.072,0.137,0.512,0.252,0.035,0.472,0.528,nonDRNA
4924,0.174,0.101,0.569,0.068,0.081,0.174,0.501,0.252,0.013,0.455,0.545,nonDRNA
4925,0.199,0.295,0.299,0.043,0.057,0.199,0.349,0.278,0.071,0.423,0.577,nonDRNA
4926,0.157,0.189,0.481,0.055,0.124,0.157,0.47,0.247,0.025,0.496,0.504,nonDRNA
4927,0.133,0.179,0.512,0.046,0.104,0.133,0.496,0.212,0.042,0.504,0.496,nonDRNA
4928,0.144,0.21,0.497,0.043,0.074,0.144,0.517,0.22,0.051,0.45,0.55,nonDRNA
4929,0.132,0.146,0.584,0.085,0.127,0.132,0.541,0.229,0.02,0.481,0.519,nonDRNA
4930,0.181,0.12,0.541,0.05,0.079,0.181,0.494,0.251,0.023,0.421,0.579,nonDRNA
4931,0.197,0.173,0.441,0.047,0.126,0.197,0.433,0.276,0.016,0.417,0.583,nonDRNA
4932,0.146,0.185,0.496,0.036,0.087,0.146,0.479,0.227,0.036,0.473,0.527,nonDRNA
4933,0.116,0.159,0.565,0.068,0.116,0.116,0.531,0.237,0.014,0.512,0.488,nonDRNA
4934,0.126,0.157,0.543,0.047,0.071,0.126,0.535,0.213,0.039,0.48,0.52,nonDRNA
4935,0.14,0.211,0.474,0.066,0.127,0.14,0.5,0.254,0.057,0.5,0.5,nonDRNA
4936,0.14,0.211,0.474,0.066,0.127,0.14,0.5,0.254,0.057,0.504,0.496,nonDRNA
4937,0.143,0.261,0.429,0.034,0.193,0.143,0.471,0.261,0.025,0.387,0.613,nonDRNA
4938,0.111,0.206,0.513,0.034,0.098,0.111,0.536,0.178,0.018,0.515,0.485,nonDRNA
4939,0.129,0.193,0.527,0.045,0.073,0.129,0.541,0.202,0.042,0.521,0.479,nonDRNA
4940,0.133,0.14,0.582,0.051,0.071,0.133,0.538,0.214,0.036,0.543,0.457,nonDRNA
4941,0.111,0.156,0.542,0.046,0.042,0.111,0.569,0.21,0.065,0.511,0.489,nonDRNA
4942,0.154,0.173,0.474,0.032,0.063,0.154,0.462,0.224,0.041,0.445,0.555,nonDRNA
4943,0.154,0.174,0.473,0.032,0.063,0.154,0.462,0.224,0.041,0.445,0.555,nonDRNA
4944,0.117,0.195,0.49,0.055,0.111,0.117,0.469,0.222,0.041,0.431,0.569,nonDRNA
4945,0.063,0.142,0.689,0.02,0.096,0.063,0.609,0.132,0.036,0.49,0.51,nonDRNA
4946,0.081,0.209,0.567,0.055,0.093,0.081,0.559,0.184,0.013,0.524,0.476,nonDRNA
4947,0.11,0.273,0.524,0.048,0.11,0.11,0.533,0.185,0.048,0.507,0.493,nonDRNA
4948,0.167,0.197,0.5,0.045,0.076,0.167,0.545,0.258,0.091,0.47,0.53,nonDRNA
4949,0.232,0.159,0.486,0.065,0.072,0.232,0.457,0.326,0.014,0.435,0.565,nonDRNA
4950,0.112,0.191,0.571,0.063,0.059,0.112,0.551,0.211,0.023,0.528,0.472,nonDRNA
4951,0.077,0.181,0.616,0.108,0.054,0.077,0.596,0.226,0.018,0.686,0.314,nonDRNA
4952,0.163,0.211,0.486,0.04,0.112,0.163,0.502,0.227,0.044,0.442,0.558,nonDRNA
4953,0.159,0.211,0.482,0.04,0.112,0.159,0.498,0.227,0.044,0.442,0.558,nonDRNA
4954,0.125,0.158,0.531,0.051,0.114,0.125,0.535,0.212,0.018,0.465,0.535,nonDRNA
4955,0.166,0.231,0.403,0.02,0.069,0.166,0.416,0.238,0.018,0.363,0.637,nonDRNA
4956,0.108,0.234,0.496,0.055,0.115,0.108,0.485,0.214,0.042,0.487,0.513,nonDRNA
4957,0.123,0.173,0.531,0.099,0.029,0.123,0.49,0.247,0.018,0.534,0.466,nonDRNA
4958,0.132,0.153,0.551,0.046,0.082,0.132,0.524,0.201,0.029,0.547,0.453,nonDRNA
4959,0.148,0.142,0.545,0.055,0.097,0.148,0.506,0.229,0.02,0.494,0.506,nonDRNA
4960,0.129,0.227,0.508,0.037,0.061,0.129,0.539,0.203,0.031,0.553,0.447,nonDRNA
4961,0.174,0.148,0.487,0.07,0.113,0.174,0.461,0.278,0.017,0.417,0.583,nonDRNA
4962,0.134,0.147,0.564,0.046,0.082,0.134,0.524,0.201,0.027,0.532,0.468,nonDRNA
4963,0.104,0.181,0.581,0.031,0.054,0.104,0.55,0.173,0.023,0.562,0.438,nonDRNA
4964,0.099,0.206,0.532,0.024,0.071,0.099,0.516,0.183,0.032,0.54,0.46,nonDRNA
4965,0.097,0.218,0.533,0.077,0.097,0.097,0.526,0.227,0.031,0.593,0.407,nonDRNA
4966,0.141,0.133,0.51,0.035,0.052,0.141,0.492,0.215,0.044,0.466,0.534,nonDRNA
4967,0.13,0.199,0.486,0.041,0.075,0.13,0.486,0.219,0.055,0.479,0.521,nonDRNA
4968,0.164,0.158,0.493,0.037,0.057,0.164,0.463,0.252,0.037,0.466,0.534,nonDRNA
4969,0.157,0.139,0.542,0.051,0.069,0.157,0.523,0.25,0.028,0.463,0.537,nonDRNA
4970,0.139,0.176,0.541,0.05,0.094,0.139,0.521,0.213,0.04,0.504,0.496,nonDRNA
4971,0.157,0.147,0.51,0.026,0.073,0.157,0.5,0.232,0.038,0.478,0.522,nonDRNA
4972,0.113,0.193,0.525,0.035,0.083,0.113,0.496,0.182,0.048,0.496,0.504,nonDRNA
4973,0.134,0.25,0.436,0.047,0.052,0.134,0.5,0.227,0.064,0.535,0.465,nonDRNA
4974,0.119,0.155,0.594,0.087,0.064,0.119,0.575,0.224,0.027,0.484,0.516,nonDRNA
4975,0.123,0.215,0.515,0.055,0.074,0.123,0.564,0.209,0.055,0.497,0.503,nonDRNA
4976,0.14,0.215,0.485,0.031,0.078,0.14,0.481,0.208,0.044,0.505,0.495,nonDRNA
4977,0.135,0.184,0.539,0.056,0.049,0.135,0.539,0.243,0.034,0.521,0.479,nonDRNA
4978,0.15,0.19,0.526,0.074,0.121,0.15,0.523,0.244,0.022,0.468,0.532,nonDRNA
4979,0.145,0.164,0.514,0.05,0.055,0.145,0.505,0.239,0.038,0.488,0.512,nonDRNA
4980,0.118,0.164,0.568,0.055,0.1,0.118,0.541,0.2,0.05,0.445,0.555,nonDRNA
4981,0.123,0.171,0.538,0.037,0.085,0.123,0.497,0.197,0.022,0.516,0.484,nonDRNA
4982,0.111,0.191,0.531,0.033,0.105,0.111,0.525,0.207,0.029,0.513,0.487,nonDRNA
4983,0.125,0.151,0.533,0.053,0.059,0.125,0.507,0.217,0.026,0.48,0.52,nonDRNA
4984,0.121,0.212,0.542,0.051,0.048,0.121,0.549,0.194,0.04,0.56,0.44,nonDRNA
4985,0.124,0.21,0.434,0.015,0.112,0.124,0.449,0.225,0.045,0.393,0.607,nonDRNA
4986,0.148,0.218,0.453,0.033,0.121,0.148,0.435,0.236,0.015,0.39,0.61,nonDRNA
4987,0.168,0.194,0.471,0.032,0.084,0.168,0.465,0.245,0.045,0.471,0.529,nonDRNA
4988,0.13,0.234,0.487,0.033,0.047,0.13,0.512,0.199,0.05,0.465,0.535,nonDRNA
4989,0.085,0.218,0.503,0.018,0.103,0.085,0.497,0.145,0.055,0.473,0.527,nonDRNA
4990,0.149,0.167,0.527,0.023,0.081,0.149,0.477,0.207,0.045,0.455,0.545,nonDRNA
4991,0.16,0.182,0.465,0.025,0.092,0.16,0.449,0.237,0.037,0.446,0.554,nonDRNA
4992,0.121,0.143,0.593,0.079,0.071,0.121,0.571,0.221,0.043,0.464,0.536,nonDRNA
4993,0.105,0.258,0.469,0.044,0.124,0.105,0.462,0.204,0.029,0.579,0.421,nonDRNA
4994,0.115,0.176,0.522,0.038,0.089,0.115,0.504,0.209,0.03,0.518,0.482,nonDRNA
4995,0.129,0.173,0.524,0.063,0.123,0.129,0.524,0.25,0.042,0.501,0.499,nonDRNA
4996,0.105,0.192,0.553,0.056,0.06,0.105,0.523,0.195,0.015,0.602,0.398,nonDRNA
4997,0.102,0.195,0.556,0.056,0.06,0.102,0.526,0.192,0.015,0.605,0.395,nonDRNA
4998,0.106,0.31,0.504,0.044,0.142,0.106,0.496,0.168,0.027,0.513,0.487,nonDRNA
4999,0.1,0.3,0.531,0.038,0.138,0.1,0.515,0.154,0.023,0.531,0.469,nonDRNA
5000,0.141,0.22,0.501,0.057,0.103,0.141,0.519,0.229,0.048,0.497,0.503,nonDRNA
5001,0.076,0.183,0.68,0.037,0.144,0.076,0.636,0.126,0.052,0.497,0.503,nonDRNA
5002,0.149,0.183,0.496,0.043,0.132,0.149,0.479,0.219,0.026,0.45,0.55,nonDRNA
5003,0.146,0.177,0.532,0.064,0.087,0.146,0.547,0.237,0.058,0.459,0.541,nonDRNA
5004,0.104,0.179,0.589,0.104,0.045,0.104,0.448,0.235,0.037,0.624,0.376,nonDRNA
5005,0.175,0.14,0.482,0.023,0.043,0.175,0.49,0.268,0.031,0.405,0.595,nonDRNA
5006,0.162,0.256,0.465,0.053,0.08,0.162,0.471,0.243,0.056,0.552,0.448,nonDRNA
5007,0.09,0.302,0.445,0.038,0.131,0.09,0.496,0.212,0.051,0.555,0.445,nonDRNA
5008,0.149,0.182,0.535,0.05,0.071,0.149,0.489,0.221,0.026,0.55,0.45,nonDRNA
5009,0.111,0.197,0.537,0.07,0.107,0.111,0.447,0.225,0.029,0.541,0.459,nonDRNA
5010,0.139,0.209,0.515,0.056,0.103,0.139,0.517,0.229,0.04,0.455,0.545,nonDRNA
5011,0.125,0.215,0.512,0.077,0.079,0.125,0.508,0.233,0.028,0.55,0.45,nonDRNA
5012,0.154,0.211,0.526,0.069,0.081,0.154,0.534,0.259,0.053,0.498,0.502,nonDRNA
5013,0.101,0.175,0.593,0.114,0.04,0.101,0.455,0.254,0.04,0.624,0.376,nonDRNA
5014,0.142,0.199,0.517,0.033,0.088,0.142,0.53,0.225,0.028,0.47,0.53,nonDRNA
5015,0.154,0.218,0.515,0.06,0.083,0.154,0.477,0.222,0.026,0.474,0.526,nonDRNA
5016,0.085,0.285,0.473,0.046,0.112,0.085,0.481,0.196,0.008,0.585,0.415,nonDRNA
5017,0.103,0.264,0.456,0.042,0.103,0.103,0.494,0.222,0.008,0.552,0.448,nonDRNA
5018,0.13,0.198,0.45,0.035,0.089,0.13,0.438,0.248,0.027,0.492,0.508,nonDRNA
5019,0.133,0.204,0.529,0.062,0.098,0.133,0.512,0.224,0.028,0.531,0.469,nonDRNA
5020,0.115,0.197,0.522,0.066,0.099,0.115,0.498,0.238,0.037,0.568,0.432,nonDRNA
5021,0.162,0.174,0.485,0.03,0.114,0.162,0.479,0.234,0.048,0.461,0.539,nonDRNA
5022,0.147,0.21,0.51,0.059,0.057,0.147,0.503,0.228,0.046,0.516,0.484,nonDRNA
5023,0.155,0.141,0.507,0.075,0.122,0.155,0.49,0.267,0.022,0.435,0.565,nonDRNA
5024,0.161,0.212,0.474,0.043,0.082,0.161,0.457,0.242,0.045,0.463,0.537,nonDRNA
5025,0.136,0.187,0.496,0.043,0.091,0.136,0.474,0.244,0.022,0.517,0.483,nonDRNA
5026,0.142,0.234,0.39,0.025,0.106,0.142,0.39,0.245,0.025,0.429,0.571,nonDRNA
5027,0.123,0.239,0.494,0.055,0.092,0.123,0.494,0.224,0.025,0.512,0.488,nonDRNA
5028,0.142,0.154,0.409,0.062,0.103,0.142,0.387,0.243,0.019,0.474,0.526,nonDRNA
5029,0.093,0.205,0.57,0.109,0.081,0.093,0.465,0.24,0.035,0.659,0.341,nonDRNA
5030,0.168,0.193,0.483,0.055,0.117,0.168,0.493,0.263,0.055,0.472,0.528,nonDRNA
5031,0.134,0.211,0.473,0.057,0.137,0.134,0.469,0.233,0.026,0.505,0.495,nonDRNA
5032,0.088,0.146,0.609,0.105,0.129,0.088,0.541,0.245,0.041,0.599,0.401,nonDRNA
5033,0.195,0.191,0.427,0.037,0.1,0.195,0.419,0.299,0.033,0.373,0.627,nonDRNA
5034,0.159,0.188,0.413,0.022,0.13,0.159,0.406,0.239,0.036,0.384,0.616,nonDRNA
5035,0.136,0.204,0.512,0.068,0.093,0.136,0.519,0.247,0.031,0.475,0.525,nonDRNA
5036,0.134,0.172,0.535,0.076,0.096,0.134,0.529,0.255,0.038,0.497,0.503,nonDRNA
5037,0.129,0.176,0.508,0.02,0.07,0.129,0.457,0.207,0.02,0.492,0.508,nonDRNA
5038,0.124,0.204,0.56,0.095,0.087,0.124,0.545,0.244,0.047,0.542,0.458,nonDRNA
5039,0.194,0.209,0.325,0.01,0.089,0.194,0.382,0.304,0.047,0.382,0.618,nonDRNA
5040,0.125,0.165,0.537,0.044,0.048,0.125,0.508,0.197,0.031,0.523,0.477,nonDRNA
5041,0.129,0.241,0.433,0.054,0.091,0.129,0.451,0.253,0.019,0.531,0.469,nonDRNA
5042,0.143,0.151,0.533,0.048,0.093,0.143,0.501,0.231,0.04,0.484,0.516,nonDRNA
5043,0.135,0.214,0.443,0.038,0.126,0.135,0.462,0.239,0.028,0.453,0.547,nonDRNA
5044,0.134,0.216,0.453,0.036,0.098,0.134,0.467,0.225,0.026,0.415,0.585,nonDRNA
5045,0.129,0.174,0.516,0.045,0.09,0.129,0.477,0.226,0.019,0.477,0.523,nonDRNA
5046,0.132,0.159,0.546,0.048,0.088,0.132,0.524,0.203,0.04,0.485,0.515,nonDRNA
5047,0.134,0.183,0.526,0.047,0.113,0.134,0.51,0.223,0.024,0.461,0.539,nonDRNA
5048,0.131,0.288,0.438,0.044,0.144,0.131,0.494,0.231,0.069,0.45,0.55,nonDRNA
5049,0.163,0.213,0.477,0.097,0.031,0.163,0.481,0.283,0.101,0.547,0.453,nonDRNA
5050,0.113,0.263,0.49,0.083,0.08,0.113,0.495,0.23,0.042,0.523,0.477,nonDRNA
5051,0.133,0.206,0.527,0.06,0.098,0.133,0.511,0.224,0.032,0.525,0.475,nonDRNA
5052,0.129,0.175,0.541,0.05,0.074,0.129,0.529,0.222,0.05,0.512,0.488,nonDRNA
5053,0.103,0.297,0.48,0.074,0.109,0.103,0.486,0.217,0.069,0.56,0.44,nonDRNA
5054,0.115,0.237,0.48,0.053,0.104,0.115,0.473,0.213,0.047,0.531,0.469,nonDRNA
5055,0.141,0.17,0.532,0.041,0.07,0.141,0.514,0.214,0.038,0.505,0.495,nonDRNA
5056,0.089,0.196,0.583,0.048,0.048,0.089,0.577,0.167,0.018,0.577,0.423,nonDRNA
5057,0.127,0.255,0.476,0.049,0.092,0.127,0.498,0.215,0.069,0.543,0.457,nonDRNA
5058,0.133,0.266,0.461,0.047,0.09,0.133,0.498,0.212,0.069,0.539,0.461,nonDRNA
5059,0.12,0.219,0.566,0.157,0.082,0.12,0.571,0.311,0.046,0.581,0.419,nonDRNA
5060,0.125,0.249,0.526,0.07,0.091,0.125,0.532,0.234,0.055,0.565,0.435,nonDRNA
5061,0.131,0.262,0.445,0.037,0.091,0.131,0.479,0.213,0.034,0.476,0.524,nonDRNA
5062,0.151,0.228,0.47,0.05,0.146,0.151,0.502,0.219,0.05,0.411,0.589,nonDRNA
5063,0.098,0.189,0.595,0.081,0.081,0.098,0.598,0.216,0.024,0.618,0.382,nonDRNA
5064,0.059,0.212,0.626,0.055,0.139,0.059,0.623,0.154,0.04,0.505,0.495,nonDRNA
5065,0.121,0.174,0.541,0.053,0.111,0.121,0.531,0.217,0.034,0.498,0.502,nonDRNA
5066,0.143,0.176,0.521,0.076,0.118,0.143,0.504,0.261,0.034,0.462,0.538,nonDRNA
5067,0.108,0.216,0.547,0.02,0.061,0.108,0.541,0.162,0.047,0.595,0.405,nonDRNA
5068,0.111,0.199,0.518,0.031,0.102,0.111,0.53,0.173,0.035,0.493,0.507,nonDRNA
5069,0.056,0.278,0.583,0.042,0.042,0.056,0.597,0.125,0.035,0.764,0.236,nonDRNA
5070,0.14,0.208,0.498,0.045,0.086,0.14,0.484,0.249,0.023,0.502,0.498,nonDRNA
5071,0.177,0.225,0.439,0.102,0.045,0.177,0.436,0.306,0.027,0.512,0.488,nonDRNA
5072,0.052,0.419,0.392,0.071,0.086,0.052,0.576,0.173,0.018,0.686,0.314,nonDRNA
5073,0.139,0.221,0.504,0.054,0.087,0.139,0.499,0.229,0.052,0.51,0.49,nonDRNA
5074,0.1,0.205,0.557,0.037,0.082,0.1,0.516,0.16,0.041,0.562,0.438,nonDRNA
5075,0.131,0.192,0.508,0.057,0.107,0.131,0.507,0.22,0.047,0.48,0.52,nonDRNA
5076,0.097,0.182,0.653,0.057,0.148,0.097,0.665,0.159,0.074,0.426,0.574,nonDRNA
