ID,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
Seq_4023,0.163,0.201,0.445,0.014,0.092,0.163,0.452,0.24,0.025,0.41,0.59
Seq_4024,0.147,0.141,0.462,0.013,0.064,0.147,0.423,0.192,0.045,0.314,0.686
Seq_4025,0.149,0.137,0.466,0.025,0.087,0.149,0.422,0.211,0.019,0.379,0.621
Seq_4026,0.094,0.22,0.528,0.057,0.119,0.094,0.522,0.208,0.05,0.497,0.503
Seq_4027,0.134,0.131,0.59,0.037,0.063,0.134,0.51,0.208,0.066,0.533,0.467
Seq_4028,0.136,0.099,0.619,0.06,0.068,0.136,0.545,0.224,0.054,0.545,0.455
Seq_4029,0.116,0.205,0.529,0.048,0.109,0.116,0.485,0.188,0.024,0.454,0.546
Seq_4030,0.115,0.203,0.517,0.041,0.091,0.115,0.473,0.186,0.024,0.453,0.547
Seq_4031,0.153,0.164,0.501,0.034,0.082,0.153,0.476,0.241,0.023,0.476,0.524
Seq_4032,0.134,0.171,0.524,0.045,0.11,0.134,0.459,0.202,0.027,0.452,0.548
Seq_4033,0.101,0.199,0.443,0.086,0.06,0.101,0.443,0.327,0.015,0.634,0.366
Seq_4034,0.107,0.218,0.479,0.046,0.129,0.107,0.455,0.211,0.02,0.526,0.474
Seq_4035,0.13,0.204,0.519,0.052,0.077,0.13,0.519,0.216,0.043,0.519,0.481
Seq_4036,0.155,0.25,0.5,0.036,0.119,0.155,0.5,0.214,0.155,0.488,0.512
Seq_4037,0.184,0.168,0.447,0.017,0.101,0.184,0.425,0.246,0.039,0.408,0.592
Seq_4038,0.116,0.221,0.468,0.032,0.1,0.116,0.468,0.189,0.016,0.458,0.542
Seq_4039,0.133,0.215,0.475,0.035,0.101,0.133,0.494,0.231,0.025,0.497,0.503
Seq_4040,0.112,0.207,0.479,0.052,0.118,0.112,0.487,0.243,0.039,0.585,0.415
Seq_4041,0.128,0.224,0.477,0.04,0.11,0.128,0.447,0.217,0.049,0.479,0.521
Seq_4042,0.172,0.195,0.444,0.03,0.095,0.172,0.444,0.278,0.041,0.456,0.544
Seq_4043,0.117,0.155,0.531,0.041,0.076,0.117,0.49,0.207,0.055,0.519,0.481
Seq_4044,0.191,0.156,0.468,0.049,0.113,0.191,0.443,0.262,0.015,0.403,0.597
Seq_4045,0.098,0.185,0.6,0.091,0.091,0.098,0.577,0.204,0.03,0.608,0.392
Seq_4046,0.085,0.255,0.556,0.046,0.077,0.085,0.541,0.174,0.042,0.653,0.347
Seq_4047,0.16,0.198,0.471,0.029,0.097,0.16,0.464,0.236,0.02,0.453,0.547
Seq_4048,0.143,0.177,0.485,0.031,0.106,0.143,0.451,0.222,0.038,0.488,0.512
Seq_4049,0.134,0.268,0.449,0.059,0.127,0.134,0.485,0.226,0.047,0.489,0.511
Seq_4050,0.13,0.168,0.548,0.064,0.09,0.13,0.504,0.218,0.018,0.596,0.404
Seq_4051,0.167,0.17,0.467,0.042,0.082,0.167,0.454,0.232,0.029,0.405,0.595
Seq_4052,0.116,0.191,0.509,0.067,0.157,0.116,0.509,0.262,0.026,0.494,0.506
Seq_4053,0.141,0.234,0.438,0.02,0.066,0.141,0.454,0.207,0.039,0.474,0.526
Seq_4054,0.11,0.149,0.584,0.019,0.058,0.11,0.545,0.188,0.045,0.604,0.396
Seq_4055,0.103,0.195,0.514,0.038,0.065,0.103,0.497,0.211,0.022,0.481,0.519
Seq_4056,0.105,0.267,0.467,0.032,0.07,0.105,0.508,0.188,0.018,0.657,0.343
Seq_4057,0.148,0.239,0.454,0.054,0.109,0.148,0.458,0.239,0.025,0.533,0.467
Seq_4058,0.133,0.181,0.526,0.034,0.065,0.133,0.486,0.2,0.038,0.503,0.497
Seq_4059,0.153,0.211,0.507,0.038,0.103,0.153,0.457,0.206,0.043,0.462,0.538
Seq_4060,0.156,0.215,0.456,0.017,0.11,0.156,0.456,0.198,0.034,0.367,0.633
Seq_4061,0.11,0.149,0.571,0.019,0.065,0.11,0.519,0.182,0.052,0.578,0.422
Seq_4062,0.135,0.207,0.458,0.046,0.124,0.135,0.461,0.254,0.032,0.476,0.524
Seq_4063,0.111,0.22,0.518,0.055,0.1,0.111,0.518,0.207,0.042,0.507,0.493
Seq_4064,0.111,0.22,0.516,0.055,0.099,0.111,0.516,0.207,0.042,0.506,0.494
Seq_4065,0.119,0.226,0.491,0.03,0.107,0.119,0.485,0.199,0.033,0.443,0.557
Seq_4066,0.115,0.186,0.495,0.03,0.09,0.115,0.47,0.21,0.036,0.467,0.533
Seq_4067,0.117,0.172,0.567,0.057,0.068,0.117,0.54,0.193,0.044,0.542,0.458
Seq_4068,0.131,0.173,0.506,0.022,0.061,0.131,0.484,0.205,0.054,0.465,0.535
Seq_4069,0.143,0.17,0.547,0.037,0.043,0.143,0.523,0.203,0.043,0.51,0.49
Seq_4070,0.093,0.19,0.553,0.025,0.093,0.093,0.515,0.143,0.046,0.506,0.494
Seq_4071,0.125,0.161,0.583,0.049,0.034,0.125,0.583,0.19,0.047,0.573,0.427
Seq_4072,0.083,0.271,0.5,0.052,0.031,0.083,0.583,0.177,0.062,0.5,0.5
Seq_4073,0.125,0.138,0.598,0.052,0.057,0.125,0.533,0.191,0.044,0.554,0.446
Seq_4074,0.149,0.223,0.444,0.026,0.144,0.149,0.441,0.226,0.013,0.459,0.541
Seq_4075,0.123,0.181,0.53,0.047,0.082,0.123,0.513,0.213,0.039,0.518,0.482
Seq_4076,0.121,0.144,0.569,0.056,0.065,0.121,0.518,0.208,0.034,0.53,0.47
Seq_4077,0.108,0.203,0.543,0.038,0.051,0.108,0.524,0.17,0.035,0.549,0.451
Seq_4078,0.153,0.183,0.464,0.013,0.068,0.153,0.489,0.217,0.051,0.494,0.506
Seq_4079,0.139,0.154,0.537,0.068,0.111,0.139,0.499,0.241,0.03,0.504,0.496
Seq_4080,0.125,0.148,0.527,0.045,0.083,0.125,0.519,0.201,0.068,0.439,0.561
Seq_4081,0.151,0.195,0.482,0.037,0.044,0.151,0.48,0.217,0.042,0.461,0.539
Seq_4082,0.151,0.156,0.532,0.038,0.151,0.151,0.462,0.215,0.022,0.409,0.591
Seq_4083,0.155,0.164,0.486,0.054,0.093,0.155,0.466,0.249,0.028,0.472,0.528
Seq_4084,0.153,0.177,0.481,0.035,0.121,0.153,0.447,0.228,0.035,0.426,0.574
Seq_4085,0.165,0.157,0.528,0.035,0.083,0.165,0.496,0.224,0.02,0.472,0.528
Seq_4086,0.083,0.174,0.578,0.017,0.074,0.083,0.548,0.139,0.03,0.522,0.478
Seq_4087,0.14,0.164,0.512,0.025,0.071,0.14,0.501,0.211,0.025,0.485,0.515
Seq_4088,0.108,0.168,0.573,0.022,0.052,0.108,0.539,0.164,0.039,0.547,0.453
Seq_4089,0.105,0.234,0.547,0.043,0.047,0.105,0.551,0.168,0.031,0.496,0.504
Seq_4090,0.133,0.139,0.464,0.018,0.084,0.133,0.47,0.217,0.042,0.44,0.56
Seq_4091,0.144,0.184,0.508,0.02,0.112,0.144,0.512,0.2,0.028,0.444,0.556
Seq_4092,0.104,0.233,0.534,0.05,0.05,0.104,0.53,0.179,0.036,0.505,0.495
Seq_4093,0.143,0.185,0.514,0.035,0.077,0.143,0.463,0.243,0.031,0.533,0.467
Seq_4094,0.117,0.208,0.539,0.073,0.103,0.117,0.534,0.215,0.035,0.536,0.464
Seq_4095,0.154,0.213,0.437,0.024,0.08,0.154,0.434,0.224,0.021,0.493,0.507
Seq_4096,0.111,0.201,0.52,0.039,0.105,0.111,0.508,0.198,0.033,0.495,0.505
Seq_4097,0.141,0.221,0.445,0.02,0.126,0.141,0.452,0.226,0.03,0.422,0.578
Seq_4098,0.122,0.168,0.533,0.037,0.052,0.122,0.522,0.199,0.028,0.517,0.483
Seq_4099,0.141,0.187,0.51,0.039,0.063,0.141,0.505,0.211,0.044,0.493,0.507
Seq_4100,0.143,0.22,0.464,0.036,0.054,0.143,0.494,0.226,0.071,0.476,0.524
Seq_4101,0.157,0.142,0.515,0.03,0.052,0.157,0.507,0.246,0.03,0.47,0.53
Seq_4102,0.126,0.224,0.501,0.041,0.105,0.126,0.511,0.209,0.047,0.476,0.524
Seq_4103,0.127,0.205,0.503,0.03,0.108,0.127,0.481,0.203,0.041,0.492,0.508
Seq_4104,0.139,0.175,0.483,0.017,0.103,0.139,0.474,0.205,0.04,0.43,0.57
Seq_4105,0.169,0.164,0.492,0.024,0.066,0.169,0.474,0.214,0.029,0.434,0.566
Seq_4106,0.086,0.215,0.472,0.045,0.104,0.086,0.476,0.197,0.017,0.545,0.455
Seq_4107,0.112,0.226,0.465,0.029,0.092,0.112,0.48,0.195,0.035,0.542,0.458
Seq_4108,0.124,0.157,0.54,0.053,0.098,0.124,0.523,0.23,0.023,0.518,0.482
Seq_4109,0.124,0.157,0.538,0.053,0.098,0.124,0.52,0.23,0.023,0.515,0.485
Seq_4110,0.121,0.157,0.551,0.056,0.096,0.121,0.525,0.23,0.025,0.525,0.475
Seq_4111,0.126,0.215,0.481,0.05,0.119,0.126,0.481,0.231,0.024,0.519,0.481
Seq_4112,0.094,0.129,0.63,0.08,0.062,0.094,0.603,0.198,0.043,0.595,0.405
Seq_4113,0.134,0.204,0.449,0.038,0.109,0.134,0.449,0.253,0.023,0.474,0.526
Seq_4114,0.138,0.233,0.44,0.047,0.127,0.138,0.453,0.235,0.038,0.481,0.519
Seq_4115,0.136,0.219,0.457,0.044,0.102,0.136,0.465,0.235,0.017,0.507,0.493
Seq_4116,0.117,0.169,0.543,0.04,0.067,0.117,0.525,0.199,0.043,0.509,0.491
Seq_4117,0.15,0.164,0.478,0.04,0.135,0.15,0.47,0.248,0.032,0.418,0.582
Seq_4118,0.15,0.167,0.473,0.04,0.135,0.15,0.467,0.251,0.032,0.415,0.585
Seq_4119,0.107,0.233,0.481,0.048,0.107,0.107,0.485,0.222,0.011,0.5,0.5
Seq_4120,0.144,0.198,0.414,0.004,0.103,0.144,0.441,0.236,0.042,0.433,0.567
Seq_4121,0.142,0.177,0.534,0.048,0.086,0.142,0.504,0.22,0.038,0.477,0.523
Seq_4122,0.144,0.137,0.518,0.034,0.078,0.144,0.493,0.237,0.05,0.468,0.532
Seq_4123,0.099,0.248,0.433,0.042,0.128,0.099,0.449,0.225,0.018,0.54,0.46
Seq_4124,0.112,0.221,0.442,0.052,0.097,0.112,0.424,0.227,0.021,0.503,0.497
Seq_4125,0.101,0.167,0.544,0.06,0.086,0.101,0.505,0.242,0.028,0.563,0.437
Seq_4126,0.071,0.229,0.53,0.038,0.094,0.071,0.481,0.135,0.019,0.583,0.417
Seq_4127,0.351,0.189,0.405,0.054,0.0,0.351,0.432,0.432,0.108,0.351,0.649
Seq_4128,0.151,0.176,0.516,0.055,0.092,0.151,0.516,0.226,0.037,0.504,0.496
Seq_4129,0.129,0.192,0.52,0.029,0.108,0.129,0.436,0.206,0.019,0.544,0.456
Seq_4130,0.153,0.152,0.515,0.04,0.056,0.153,0.49,0.212,0.034,0.458,0.542
Seq_4131,0.145,0.203,0.475,0.064,0.096,0.145,0.482,0.254,0.062,0.486,0.514
Seq_4132,0.099,0.176,0.606,0.021,0.021,0.099,0.585,0.155,0.021,0.62,0.38
Seq_4133,0.149,0.134,0.552,0.015,0.015,0.149,0.582,0.179,0.06,0.537,0.463
Seq_4134,0.11,0.183,0.555,0.076,0.085,0.11,0.555,0.237,0.066,0.568,0.432
Seq_4135,0.173,0.156,0.469,0.049,0.111,0.173,0.456,0.267,0.028,0.412,0.588
Seq_4136,0.123,0.155,0.529,0.045,0.065,0.123,0.497,0.206,0.045,0.561,0.439
Seq_4137,0.146,0.161,0.562,0.036,0.088,0.146,0.547,0.197,0.029,0.584,0.416
Seq_4138,0.141,0.215,0.491,0.037,0.11,0.141,0.479,0.209,0.012,0.423,0.577
Seq_4139,0.154,0.172,0.516,0.06,0.112,0.154,0.509,0.262,0.041,0.527,0.473
Seq_4140,0.144,0.222,0.447,0.032,0.083,0.144,0.479,0.217,0.029,0.428,0.572
Seq_4141,0.116,0.219,0.519,0.035,0.061,0.116,0.495,0.189,0.028,0.486,0.514
Seq_4142,0.134,0.184,0.532,0.05,0.109,0.134,0.515,0.209,0.042,0.493,0.507
Seq_4143,0.136,0.176,0.512,0.041,0.062,0.136,0.501,0.22,0.051,0.48,0.52
Seq_4144,0.127,0.148,0.571,0.056,0.074,0.127,0.532,0.206,0.042,0.526,0.474
Seq_4145,0.134,0.14,0.563,0.047,0.07,0.134,0.514,0.222,0.028,0.525,0.475
Seq_4146,0.142,0.155,0.532,0.043,0.097,0.142,0.481,0.214,0.013,0.463,0.537
Seq_4147,0.123,0.168,0.571,0.052,0.079,0.123,0.531,0.202,0.042,0.529,0.471
Seq_4148,0.131,0.158,0.494,0.031,0.089,0.131,0.456,0.208,0.031,0.444,0.556
Seq_4149,0.068,0.21,0.593,0.043,0.049,0.068,0.549,0.173,0.049,0.63,0.37
Seq_4150,0.13,0.176,0.566,0.056,0.037,0.13,0.551,0.194,0.045,0.561,0.439
Seq_4151,0.116,0.174,0.558,0.035,0.042,0.116,0.529,0.181,0.048,0.561,0.439
Seq_4152,0.122,0.198,0.512,0.046,0.056,0.122,0.538,0.221,0.043,0.492,0.508
Seq_4153,0.131,0.172,0.548,0.049,0.06,0.131,0.537,0.196,0.044,0.54,0.46
Seq_4154,0.147,0.187,0.517,0.052,0.109,0.147,0.51,0.231,0.032,0.488,0.512
Seq_4155,0.14,0.143,0.523,0.031,0.068,0.14,0.501,0.215,0.058,0.516,0.484
Seq_4156,0.116,0.241,0.459,0.028,0.116,0.116,0.453,0.216,0.041,0.5,0.5
Seq_4157,0.15,0.148,0.538,0.048,0.1,0.15,0.48,0.212,0.022,0.462,0.538
Seq_4158,0.134,0.227,0.45,0.054,0.188,0.134,0.466,0.251,0.02,0.435,0.565
Seq_4159,0.171,0.13,0.498,0.023,0.07,0.171,0.472,0.241,0.054,0.431,0.569
Seq_4160,0.087,0.152,0.5,0.022,0.08,0.087,0.457,0.167,0.058,0.478,0.522
Seq_4161,0.156,0.219,0.481,0.038,0.081,0.156,0.506,0.25,0.062,0.525,0.475
Seq_4162,0.149,0.229,0.436,0.032,0.101,0.149,0.452,0.234,0.021,0.426,0.574
Seq_4163,0.158,0.139,0.474,0.042,0.09,0.158,0.455,0.268,0.01,0.455,0.545
Seq_4164,0.322,0.112,0.342,0.013,0.046,0.322,0.342,0.355,0.053,0.428,0.572
Seq_4165,0.133,0.182,0.542,0.042,0.064,0.133,0.534,0.201,0.064,0.492,0.508
Seq_4166,0.136,0.227,0.5,0.036,0.064,0.136,0.536,0.218,0.055,0.473,0.527
Seq_4167,0.151,0.171,0.465,0.04,0.097,0.151,0.451,0.249,0.046,0.477,0.523
Seq_4168,0.139,0.243,0.448,0.052,0.097,0.139,0.51,0.23,0.047,0.472,0.528
Seq_4169,0.216,0.119,0.478,0.052,0.142,0.216,0.433,0.284,0.015,0.343,0.657
Seq_4170,0.162,0.147,0.482,0.047,0.115,0.162,0.44,0.293,0.01,0.503,0.497
Seq_4171,0.075,0.185,0.645,0.049,0.102,0.075,0.626,0.166,0.03,0.532,0.468
Seq_4172,0.145,0.21,0.484,0.053,0.098,0.145,0.506,0.243,0.043,0.448,0.552
Seq_4173,0.155,0.205,0.457,0.032,0.079,0.155,0.445,0.227,0.019,0.527,0.473
Seq_4174,0.1,0.293,0.481,0.098,0.053,0.1,0.491,0.232,0.027,0.543,0.457
Seq_4175,0.112,0.251,0.475,0.038,0.074,0.112,0.473,0.21,0.02,0.593,0.407
Seq_4176,0.092,0.265,0.485,0.02,0.071,0.092,0.515,0.204,0.031,0.602,0.398
Seq_4177,0.142,0.196,0.491,0.033,0.087,0.142,0.48,0.24,0.04,0.447,0.553
Seq_4178,0.142,0.2,0.487,0.029,0.087,0.142,0.476,0.236,0.04,0.447,0.553
Seq_4179,0.173,0.153,0.582,0.041,0.071,0.173,0.52,0.235,0.051,0.531,0.469
Seq_4180,0.137,0.276,0.423,0.073,0.068,0.137,0.42,0.255,0.032,0.507,0.493
Seq_4181,0.132,0.186,0.497,0.047,0.104,0.132,0.516,0.236,0.05,0.475,0.525
Seq_4182,0.127,0.206,0.515,0.045,0.088,0.127,0.513,0.21,0.047,0.478,0.522
Seq_4183,0.088,0.31,0.474,0.023,0.152,0.088,0.439,0.158,0.029,0.579,0.421
Seq_4184,0.109,0.166,0.537,0.022,0.083,0.109,0.528,0.179,0.039,0.498,0.502
Seq_4185,0.113,0.204,0.545,0.059,0.069,0.113,0.563,0.197,0.027,0.536,0.464
Seq_4186,0.106,0.166,0.583,0.06,0.06,0.106,0.517,0.192,0.04,0.543,0.457
Seq_4187,0.161,0.152,0.518,0.018,0.054,0.161,0.491,0.196,0.018,0.473,0.527
Seq_4188,0.152,0.125,0.554,0.036,0.054,0.152,0.491,0.196,0.036,0.482,0.518
Seq_4189,0.1,0.252,0.498,0.04,0.106,0.1,0.486,0.21,0.052,0.559,0.441
Seq_4190,0.156,0.174,0.467,0.03,0.093,0.156,0.464,0.26,0.024,0.467,0.533
Seq_4191,0.181,0.176,0.42,0.018,0.112,0.181,0.422,0.288,0.039,0.432,0.568
Seq_4192,0.149,0.183,0.44,0.037,0.108,0.149,0.448,0.274,0.041,0.456,0.544
Seq_4193,0.101,0.217,0.543,0.054,0.062,0.101,0.558,0.178,0.039,0.543,0.457
Seq_4194,0.134,0.25,0.463,0.042,0.116,0.134,0.463,0.208,0.037,0.542,0.458
Seq_4195,0.129,0.204,0.472,0.05,0.103,0.129,0.477,0.218,0.036,0.46,0.54
Seq_4196,0.173,0.186,0.468,0.043,0.103,0.173,0.458,0.246,0.053,0.478,0.522
Seq_4197,0.148,0.172,0.512,0.032,0.104,0.148,0.492,0.24,0.016,0.52,0.48
Seq_4198,0.105,0.239,0.446,0.032,0.128,0.105,0.449,0.212,0.039,0.504,0.496
Seq_4199,0.166,0.204,0.407,0.025,0.088,0.166,0.386,0.272,0.025,0.458,0.542
Seq_4200,0.165,0.204,0.409,0.025,0.088,0.165,0.386,0.272,0.025,0.461,0.539
Seq_4201,0.161,0.205,0.441,0.012,0.106,0.161,0.435,0.236,0.037,0.478,0.522
Seq_4202,0.148,0.204,0.441,0.015,0.056,0.148,0.441,0.211,0.03,0.526,0.474
Seq_4203,0.127,0.198,0.5,0.064,0.107,0.127,0.516,0.233,0.036,0.522,0.478
Seq_4204,0.122,0.178,0.542,0.039,0.058,0.122,0.502,0.198,0.035,0.516,0.484
Seq_4205,0.115,0.115,0.644,0.087,0.029,0.115,0.606,0.231,0.067,0.548,0.452
Seq_4206,0.15,0.175,0.474,0.051,0.077,0.15,0.474,0.222,0.026,0.44,0.56
Seq_4207,0.123,0.208,0.506,0.032,0.084,0.123,0.461,0.214,0.032,0.435,0.565
Seq_4208,0.151,0.151,0.495,0.029,0.086,0.151,0.484,0.24,0.022,0.513,0.487
Seq_4209,0.141,0.22,0.478,0.043,0.094,0.141,0.498,0.235,0.027,0.514,0.486
Seq_4210,0.162,0.247,0.391,0.021,0.123,0.162,0.409,0.255,0.021,0.43,0.57
Seq_4211,0.084,0.272,0.469,0.033,0.078,0.084,0.497,0.182,0.035,0.62,0.38
Seq_4212,0.092,0.272,0.486,0.035,0.064,0.092,0.543,0.231,0.052,0.595,0.405
Seq_4213,0.075,0.24,0.486,0.041,0.132,0.075,0.525,0.189,0.031,0.581,0.419
Seq_4214,0.134,0.19,0.499,0.039,0.07,0.134,0.483,0.221,0.037,0.538,0.462
Seq_4215,0.129,0.194,0.542,0.042,0.068,0.129,0.49,0.19,0.035,0.539,0.461
Seq_4216,0.115,0.207,0.524,0.034,0.111,0.115,0.51,0.183,0.043,0.505,0.495
Seq_4217,0.146,0.154,0.536,0.034,0.109,0.146,0.506,0.213,0.034,0.431,0.569
Seq_4218,0.107,0.205,0.472,0.045,0.126,0.107,0.469,0.216,0.037,0.441,0.559
Seq_4219,0.131,0.155,0.549,0.05,0.059,0.131,0.508,0.223,0.06,0.553,0.447
Seq_4220,0.109,0.237,0.439,0.03,0.093,0.109,0.48,0.22,0.028,0.571,0.429
Seq_4221,0.125,0.173,0.517,0.044,0.074,0.125,0.503,0.212,0.034,0.492,0.508
Seq_4222,0.172,0.197,0.443,0.0,0.049,0.172,0.475,0.221,0.066,0.443,0.557
Seq_4223,0.141,0.209,0.449,0.051,0.137,0.141,0.47,0.269,0.03,0.449,0.551
Seq_4224,0.108,0.23,0.512,0.045,0.074,0.108,0.509,0.201,0.032,0.544,0.456
Seq_4225,0.15,0.152,0.425,0.061,0.043,0.15,0.368,0.329,0.01,0.526,0.474
Seq_4226,0.088,0.255,0.485,0.038,0.122,0.088,0.481,0.213,0.017,0.591,0.409
Seq_4227,0.152,0.205,0.452,0.028,0.138,0.152,0.445,0.251,0.021,0.505,0.495
Seq_4228,0.092,0.19,0.505,0.031,0.097,0.092,0.488,0.197,0.043,0.614,0.386
Seq_4229,0.187,0.21,0.447,0.019,0.122,0.187,0.443,0.24,0.046,0.408,0.592
Seq_4230,0.094,0.256,0.506,0.038,0.088,0.094,0.538,0.194,0.038,0.631,0.369
Seq_4231,0.135,0.196,0.504,0.035,0.088,0.135,0.485,0.2,0.023,0.504,0.496
Seq_4232,0.124,0.198,0.525,0.04,0.09,0.124,0.542,0.22,0.034,0.559,0.441
Seq_4233,0.156,0.151,0.523,0.06,0.098,0.156,0.516,0.235,0.041,0.429,0.571
Seq_4234,0.132,0.231,0.56,0.044,0.055,0.132,0.637,0.176,0.044,0.648,0.352
Seq_4235,0.108,0.227,0.525,0.031,0.104,0.108,0.515,0.189,0.034,0.504,0.496
Seq_4236,0.164,0.142,0.482,0.036,0.069,0.164,0.478,0.27,0.029,0.474,0.526
Seq_4237,0.231,0.187,0.473,0.033,0.044,0.231,0.516,0.286,0.11,0.527,0.473
Seq_4238,0.101,0.213,0.522,0.042,0.062,0.101,0.508,0.18,0.039,0.559,0.441
Seq_4239,0.153,0.231,0.384,0.012,0.128,0.153,0.38,0.269,0.008,0.475,0.525
Seq_4240,0.119,0.235,0.489,0.052,0.119,0.119,0.48,0.208,0.034,0.517,0.483
Seq_4241,0.169,0.206,0.457,0.035,0.143,0.169,0.452,0.251,0.044,0.443,0.557
Seq_4242,0.155,0.168,0.487,0.05,0.074,0.155,0.489,0.242,0.026,0.479,0.521
Seq_4243,0.138,0.158,0.531,0.058,0.054,0.138,0.542,0.25,0.012,0.538,0.462
Seq_4244,0.085,0.171,0.607,0.026,0.085,0.085,0.598,0.171,0.043,0.641,0.359
Seq_4245,0.145,0.176,0.475,0.04,0.113,0.145,0.45,0.244,0.016,0.457,0.543
Seq_4246,0.134,0.154,0.537,0.028,0.089,0.134,0.516,0.179,0.012,0.504,0.496
Seq_4247,0.145,0.13,0.542,0.061,0.069,0.145,0.557,0.244,0.046,0.405,0.595
Seq_4248,0.154,0.154,0.587,0.038,0.048,0.154,0.548,0.202,0.048,0.481,0.519
Seq_4249,0.189,0.175,0.454,0.033,0.086,0.189,0.434,0.255,0.026,0.464,0.536
Seq_4250,0.11,0.248,0.477,0.045,0.108,0.11,0.493,0.216,0.045,0.532,0.468
Seq_4251,0.13,0.202,0.498,0.041,0.076,0.13,0.506,0.21,0.033,0.459,0.541
Seq_4252,0.111,0.157,0.518,0.036,0.069,0.111,0.491,0.223,0.027,0.518,0.482
Seq_4253,0.148,0.25,0.471,0.053,0.061,0.148,0.484,0.234,0.066,0.516,0.484
Seq_4254,0.142,0.204,0.521,0.038,0.057,0.142,0.507,0.232,0.057,0.526,0.474
Seq_4255,0.14,0.093,0.55,0.07,0.101,0.14,0.504,0.256,0.031,0.395,0.605
Seq_4256,0.095,0.348,0.386,0.032,0.12,0.095,0.367,0.231,0.028,0.62,0.38
Seq_4257,0.095,0.354,0.38,0.032,0.12,0.095,0.364,0.231,0.028,0.627,0.373
Seq_4258,0.088,0.202,0.587,0.038,0.091,0.088,0.58,0.164,0.053,0.506,0.494
Seq_4259,0.123,0.164,0.558,0.024,0.038,0.123,0.524,0.185,0.01,0.586,0.414
Seq_4260,0.179,0.143,0.495,0.051,0.097,0.179,0.474,0.255,0.046,0.434,0.566
Seq_4261,0.139,0.171,0.513,0.061,0.127,0.139,0.492,0.26,0.032,0.481,0.519
Seq_4262,0.131,0.204,0.492,0.035,0.088,0.131,0.473,0.2,0.023,0.504,0.496
Seq_4263,0.117,0.176,0.531,0.062,0.096,0.117,0.5,0.216,0.046,0.469,0.531
Seq_4264,0.128,0.25,0.434,0.058,0.097,0.128,0.497,0.255,0.023,0.585,0.415
Seq_4265,0.238,0.192,0.454,0.038,0.046,0.238,0.485,0.3,0.108,0.569,0.431
Seq_4266,0.101,0.258,0.472,0.011,0.112,0.101,0.517,0.169,0.079,0.539,0.461
Seq_4267,0.081,0.276,0.473,0.026,0.074,0.081,0.462,0.174,0.021,0.622,0.378
Seq_4268,0.13,0.255,0.437,0.034,0.115,0.13,0.442,0.231,0.025,0.556,0.444
Seq_4269,0.065,0.17,0.526,0.019,0.05,0.065,0.492,0.149,0.046,0.551,0.449
Seq_4270,0.113,0.23,0.453,0.029,0.093,0.113,0.459,0.218,0.026,0.544,0.456
Seq_4271,0.151,0.18,0.471,0.035,0.067,0.151,0.49,0.235,0.014,0.573,0.427
Seq_4272,0.102,0.252,0.461,0.031,0.13,0.102,0.459,0.202,0.048,0.543,0.457
Seq_4273,0.097,0.318,0.442,0.024,0.07,0.097,0.539,0.152,0.012,0.697,0.303
Seq_4274,0.129,0.226,0.476,0.016,0.093,0.129,0.468,0.206,0.032,0.48,0.52
Seq_4275,0.178,0.167,0.45,0.017,0.161,0.178,0.422,0.278,0.017,0.339,0.661
Seq_4276,0.111,0.22,0.507,0.044,0.103,0.111,0.507,0.176,0.044,0.534,0.466
Seq_4277,0.13,0.186,0.498,0.049,0.117,0.13,0.475,0.23,0.044,0.458,0.542
Seq_4278,0.117,0.199,0.557,0.067,0.099,0.117,0.519,0.21,0.032,0.555,0.445
Seq_4279,0.123,0.248,0.439,0.044,0.125,0.123,0.433,0.25,0.02,0.528,0.472
Seq_4280,0.134,0.206,0.488,0.047,0.097,0.134,0.494,0.206,0.05,0.453,0.547
Seq_4281,0.129,0.141,0.566,0.057,0.093,0.129,0.527,0.228,0.057,0.5,0.5
Seq_4282,0.143,0.177,0.483,0.06,0.104,0.143,0.462,0.247,0.026,0.488,0.512
Seq_4283,0.142,0.205,0.508,0.063,0.068,0.142,0.506,0.233,0.037,0.455,0.545
Seq_4284,0.143,0.211,0.511,0.038,0.072,0.143,0.498,0.211,0.063,0.523,0.477
Seq_4285,0.133,0.207,0.484,0.06,0.114,0.133,0.472,0.248,0.033,0.487,0.513
Seq_4286,0.077,0.255,0.504,0.068,0.104,0.077,0.493,0.186,0.028,0.637,0.363
Seq_4287,0.137,0.211,0.477,0.046,0.126,0.137,0.452,0.238,0.022,0.539,0.461
Seq_4288,0.118,0.221,0.47,0.047,0.133,0.118,0.466,0.232,0.024,0.524,0.476
Seq_4289,0.116,0.213,0.523,0.047,0.058,0.116,0.542,0.206,0.04,0.505,0.495
Seq_4290,0.276,0.207,0.353,0.017,0.078,0.276,0.362,0.345,0.017,0.345,0.655
Seq_4291,0.142,0.229,0.424,0.039,0.089,0.142,0.433,0.263,0.013,0.521,0.479
Seq_4292,0.129,0.233,0.498,0.044,0.076,0.129,0.502,0.225,0.028,0.542,0.458
Seq_4293,0.147,0.239,0.429,0.021,0.109,0.147,0.395,0.193,0.017,0.487,0.513
Seq_4294,0.142,0.172,0.478,0.052,0.045,0.142,0.515,0.269,0.03,0.418,0.582
