ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
Seq_4612,23.61,47.64,96.73,70.26,21.46,10.92,65.39,28.48,43.12,22.99,58.95,24.72,24.99,20.02,38.45,13.26,26.31,47.20,33.12,28.02
Seq_4613,31.57,175.42,26.46,28.36,41.13,21.69,65.78,35.49,32.03,36.21,55.56,28.09,35.19,74.54,45.01,35.51,28.65,37.18,85.76,30.12
Seq_4614,18.01,0.00,22.70,32.10,41.39,20.82,114.78,27.88,26.95,22.86,68.19,37.58,24.99,42.36,110.90,27.06,49.83,15.93,112.20,79.31
Seq_4615,17.94,53.52,29.15,23.35,38.60,17.76,48.50,32.40,60.27,16.00,69.52,25.81,22.65,52.94,31.82,31.66,63.11,23.91,128.53,70.05
Seq_4616,16.96,265.77,16.54,23.03,51.15,35.97,70.36,28.95,29.65,19.24,59.61,43.19,30.54,69.21,33.82,25.45,41.28,18.32,190.51,33.87
Seq_4617,19.03,73.11,25.72,21.38,82.67,12.38,33.90,30.47,21.67,17.58,86.97,29.72,27.45,28.97,102.49,36.29,27.24,22.77,0.00,159.49
Seq_4618,11.63,217.23,20.10,86.38,55.38,15.08,61.04,94.57,55.18,18.29,176.79,64.60,36.80,92.70,45.62,23.02,17.04,20.59,87.14,45.20
Seq_4619,17.76,146.34,63.45,24.34,31.40,16.17,64.57,33.54,78.51,16.10,117.28,74.80,28.23,31.12,21.51,25.07,20.36,21.76,188.95,84.36
Seq_4620,19.21,0.00,30.87,17.66,69.12,27.18,131.27,19.08,17.10,17.19,75.08,47.84,37.18,121.43,30.69,49.36,49.25,14.10,111.28,87.46
Seq_4621,15.61,92.12,17.99,35.91,81.55,15.90,0.00,40.07,19.46,20.71,36.67,27.53,70.13,44.60,60.15,25.12,23.07,19.99,114.02,39.75
Seq_4622,33.17,202.76,62.36,26.34,50.86,38.50,82.65,30.68,22.62,23.33,118.56,14.80,38.25,42.56,64.54,26.35,20.90,26.12,181.13,39.93
Seq_4623,31.66,152.45,16.52,63.21,54.20,23.07,105.49,56.48,19.73,39.37,93.17,25.55,67.45,56.94,150.42,16.38,26.96,24.17,65.87,32.60
Seq_4624,26.82,182.71,35.88,29.49,43.89,18.60,55.03,33.92,41.74,49.91,59.12,65.34,21.10,52.97,68.75,62.37,30.60,24.89,241.53,43.54
Seq_4625,15.56,0.00,29.16,25.89,39.50,14.90,197.84,88.03,29.77,12.62,111.78,43.89,40.02,56.35,46.51,55.33,40.21,21.87,133.75,46.44
Seq_4626,10.33,80.04,21.77,68.26,64.29,17.46,54.15,37.69,101.21,16.65,107.98,53.33,22.79,57.87,30.61,30.59,21.04,26.52,88.88,56.26
Seq_4627,24.00,497.03,20.09,25.38,33.40,28.71,174.51,28.32,19.89,15.77,115.83,33.71,49.82,78.96,83.72,35.56,39.06,33.27,118.87,41.24
Seq_4628,36.40,237.20,50.39,33.12,56.39,41.25,56.25,48.31,38.69,26.33,109.23,49.87,54.02,29.22,38.12,27.09,43.85,25.18,285.08,54.82
Seq_4629,32.32,810.81,22.22,36.55,40.95,14.48,78.09,36.04,22.48,36.31,116.50,33.04,35.83,94.92,54.43,25.53,29.45,25.83,67.41,40.18
Seq_4630,11.44,233.21,35.56,33.25,38.98,24.89,130.12,45.61,57.41,16.73,96.43,50.35,29.97,44.03,32.05,26.76,40.14,23.44,101.91,70.65
Seq_4631,11.86,233.21,35.56,33.25,38.98,24.77,130.12,45.62,58.08,16.69,96.43,50.35,29.97,44.03,31.58,26.76,37.21,23.44,101.91,70.65
Seq_4632,25.61,1050.54,16.31,28.83,42.18,20.28,140.74,40.64,30.37,38.40,65.17,36.40,42.48,43.84,77.33,31.84,20.09,25.13,111.79,30.42
Seq_4633,20.20,62.44,21.70,28.12,34.61,26.97,29.31,46.11,50.16,21.34,98.42,38.91,36.96,35.66,30.04,32.43,41.10,23.86,42.46,67.06
Seq_4634,15.02,168.82,41.72,25.17,49.23,37.31,131.11,37.91,71.32,23.50,40.00,47.67,45.62,43.64,24.47,28.92,32.21,22.85,245.30,62.15
Seq_4635,32.88,288.98,53.04,48.32,55.15,19.33,133.76,59.82,42.75,12.96,181.00,22.88,22.93,43.23,177.64,20.88,14.06,23.91,270.38,97.15
Seq_4636,37.66,167.51,46.33,42.36,35.14,27.50,172.10,40.30,54.16,14.36,75.20,19.66,25.79,68.19,41.34,15.10,16.64,26.49,164.91,44.52
Seq_4637,27.25,114.99,19.92,34.31,66.07,15.66,124.53,46.26,74.93,36.71,222.63,25.01,42.95,53.49,61.63,15.55,31.50,29.11,71.14,27.75
Seq_4638,21.53,0.00,21.10,22.54,27.92,25.07,101.57,31.06,19.92,18.87,126.65,46.48,37.30,67.03,43.45,112.53,31.39,25.87,113.93,27.91
Seq_4639,32.71,82.85,34.72,11.64,24.12,21.10,33.79,35.29,97.93,22.62,60.65,55.13,11.67,50.43,21.40,40.21,17.38,14.82,73.65,57.29
Seq_4640,19.27,83.08,47.27,141.95,47.26,18.97,196.60,35.13,64.58,24.31,275.89,21.70,30.49,44.51,47.91,16.19,14.80,14.51,101.93,29.90
Seq_4641,19.90,83.08,47.27,141.95,47.26,18.97,196.60,35.13,64.58,24.31,275.89,21.36,30.49,44.51,47.91,15.00,14.80,14.53,101.93,29.90
Seq_4642,38.33,64.98,16.54,22.98,23.13,17.89,59.85,24.40,37.60,29.79,100.39,41.00,60.74,26.50,30.37,36.52,35.61,19.65,152.88,35.95
Seq_4643,29.36,29.31,39.99,16.12,40.71,54.69,78.67,110.09,17.23,17.48,92.45,37.71,28.88,56.22,60.07,28.27,21.49,28.89,260.69,46.52
Seq_4644,13.82,0.00,18.63,28.31,38.23,17.05,42.74,19.35,48.58,12.24,111.21,32.60,25.74,54.86,27.68,42.79,27.64,12.01,0.00,25.45
Seq_4645,9.70,53.42,31.58,42.44,0.00,15.63,54.31,26.00,24.37,18.93,48.27,26.57,48.32,19.74,54.79,26.89,43.81,21.70,0.00,33.84
Seq_4646,18.49,0.00,31.47,31.36,20.97,22.19,99.71,42.75,41.50,16.02,62.16,61.27,25.34,38.12,28.01,38.95,50.81,20.17,71.36,33.01
Seq_4647,22.86,417.28,36.80,47.78,68.45,22.99,342.57,48.46,31.82,38.50,188.79,45.11,48.39,45.95,79.23,22.67,35.94,33.06,45.55,32.94
Seq_4648,19.06,98.43,44.12,31.97,62.16,38.99,48.68,23.76,26.28,24.20,61.42,37.96,27.44,46.96,73.69,22.05,47.82,16.37,162.33,50.71
Seq_4649,14.39,95.88,36.91,14.14,25.31,17.47,35.92,26.77,36.85,31.61,63.25,36.83,18.63,66.44,24.24,25.83,44.81,22.01,52.67,32.74
Seq_4650,18.35,294.08,20.72,23.59,32.43,33.40,68.62,28.29,58.92,13.43,58.69,28.66,25.91,53.98,78.43,31.02,48.85,15.42,136.07,43.40
Seq_4651,38.64,89.42,37.83,25.86,70.88,33.12,99.73,37.10,32.90,27.18,69.37,28.37,39.89,79.16,31.39,30.77,51.12,28.55,110.12,37.89
Seq_4652,12.92,161.39,21.86,28.81,66.22,16.25,105.54,50.25,103.72,13.71,91.07,50.62,33.80,71.09,23.79,33.43,29.48,16.29,81.66,193.18
Seq_4653,40.87,846.20,25.61,44.80,58.32,23.83,237.74,26.87,24.08,34.91,129.76,21.67,50.95,41.97,102.87,23.67,25.95,23.18,84.65,55.68
Seq_4654,32.29,113.35,44.05,38.48,40.05,21.57,106.96,24.74,61.76,35.58,98.67,23.10,25.23,37.30,107.44,22.02,18.32,13.08,239.02,40.09
Seq_4655,48.26,125.18,28.16,21.32,34.00,21.88,48.86,21.74,18.07,19.88,92.25,34.49,64.65,73.67,68.48,46.42,24.69,20.16,222.35,35.38
Seq_4656,35.06,54.69,17.08,17.88,23.41,49.91,68.74,17.17,12.10,25.39,65.23,35.29,35.62,66.37,46.19,40.80,24.32,30.26,69.50,57.73
Seq_4657,29.94,516.25,30.50,22.33,50.66,18.32,176.24,23.25,24.45,22.78,146.46,21.87,57.28,80.19,71.36,24.50,26.03,26.93,210.08,53.39
Seq_4658,18.73,82.45,46.75,15.99,67.83,16.07,28.06,40.78,21.55,15.55,34.74,33.56,13.84,119.21,83.33,24.73,29.83,20.04,0.00,38.96
Seq_4659,33.71,68.10,14.78,17.95,53.43,36.61,20.66,23.56,56.67,18.58,103.91,72.23,25.80,108.20,33.10,26.37,39.26,24.24,0.00,150.42
Seq_4660,11.36,54.33,40.21,29.60,36.47,18.29,30.08,42.80,49.10,36.71,38.34,24.97,58.72,41.03,27.51,26.24,52.68,12.95,67.09,39.73
Seq_4661,26.63,30.25,28.00,39.27,96.33,24.92,32.98,45.62,31.69,21.62,67.08,30.15,49.80,32.59,87.52,18.46,39.33,21.67,65.15,26.15
Seq_4662,11.81,54.79,20.21,56.28,32.59,21.05,58.56,31.60,112.98,25.56,48.48,21.24,40.86,36.48,16.14,19.69,65.70,20.38,67.40,59.06
Seq_4663,10.28,132.96,40.99,13.70,18.67,18.46,34.46,25.14,37.77,30.75,94.22,41.08,58.48,64.24,25.92,42.46,33.01,32.80,132.53,45.80
Seq_4664,44.09,167.63,20.73,23.40,26.30,24.09,62.97,34.35,44.65,26.98,105.05,45.45,26.81,78.93,41.97,28.63,31.64,25.87,76.59,45.11
Seq_4665,19.60,100.20,29.53,15.91,46.24,34.85,43.52,26.96,47.37,11.33,71.06,26.55,14.07,26.30,31.72,44.36,20.88,41.11,56.49,37.78
Seq_4666,24.91,44.71,25.33,33.39,78.66,18.43,78.60,40.65,19.46,39.46,105.46,25.86,44.37,34.08,38.14,26.16,26.87,36.33,100.11,39.98
Seq_4667,21.44,537.53,94.56,51.28,100.84,29.65,48.21,51.59,67.65,20.90,114.62,69.42,19.42,34.33,75.74,15.42,32.64,38.29,480.19,59.39
Seq_4668,37.83,464.59,20.84,37.55,53.84,31.33,94.29,58.95,30.28,17.62,53.23,27.79,32.93,36.91,40.35,34.60,30.83,27.59,60.71,42.09
Seq_4669,14.80,140.93,36.64,29.97,66.83,22.81,94.47,52.00,75.70,11.41,48.06,60.94,60.18,40.65,24.85,29.59,43.20,24.13,180.44,111.55
Seq_4670,28.33,100.34,19.36,28.51,53.92,38.50,70.50,44.54,39.75,18.09,38.49,43.31,29.11,42.29,31.64,28.99,35.58,20.92,135.74,67.92
Seq_4671,8.99,95.44,45.76,28.41,124.09,18.94,65.46,30.37,86.14,18.29,53.60,71.48,24.44,107.64,29.38,30.25,36.49,21.97,176.06,43.86
Seq_4672,12.98,188.83,42.52,28.12,45.09,22.26,50.00,47.50,53.58,18.28,25.89,95.16,25.18,37.20,34.73,24.60,24.53,15.27,72.19,61.07
Seq_4673,17.49,89.34,25.23,41.40,35.20,19.24,0.00,9.75,22.84,28.77,124.01,21.03,39.45,23.69,45.49,31.31,18.36,19.94,0.00,43.01
Seq_4674,17.58,46.96,19.94,21.84,45.87,16.49,58.32,26.62,55.41,18.45,67.61,25.27,33.32,74.06,25.11,14.21,63.04,32.09,88.93,35.94
Seq_4675,13.66,0.00,14.57,38.77,29.21,20.90,119.98,33.12,14.27,15.78,64.42,42.92,46.96,49.33,62.89,36.79,29.37,21.78,153.09,30.58
Seq_4676,14.76,56.29,19.94,22.02,46.05,19.12,58.32,40.78,55.67,16.65,67.61,43.58,29.77,68.47,23.56,31.98,35.80,19.06,88.93,33.63
Seq_4677,19.70,0.00,79.85,48.84,33.84,20.19,210.15,29.12,32.29,14.18,129.03,20.03,44.74,35.02,29.58,37.39,23.92,19.27,168.62,36.02
Seq_4678,14.25,296.61,32.70,41.46,66.68,16.59,185.38,36.85,83.23,15.51,80.06,75.82,26.55,34.27,42.65,45.56,28.59,25.40,352.07,75.52
Seq_4679,12.56,103.37,96.81,49.50,42.76,14.87,144.58,24.96,44.74,15.37,24.55,65.31,35.52,98.75,46.05,19.49,60.27,12.63,68.98,28.82
Seq_4680,15.10,322.01,22.75,29.78,56.38,32.01,105.18,33.54,14.29,21.61,77.80,24.27,30.12,41.88,76.47,45.51,38.52,20.78,120.54,78.64
Seq_4681,26.42,277.78,50.17,29.10,58.37,34.65,383.65,16.50,25.71,14.54,69.85,48.29,37.12,154.75,76.03,28.14,43.12,23.18,137.79,39.80
Seq_4682,59.89,79.71,29.27,19.53,52.10,36.89,90.70,36.62,24.01,32.53,132.63,20.62,77.90,111.29,96.55,26.36,35.63,31.59,182.95,40.68
Seq_4683,16.91,52.49,20.32,51.84,34.07,22.21,66.26,74.27,15.32,21.38,108.42,32.80,90.04,77.97,75.03,37.37,18.16,20.90,135.46,22.28
Seq_4684,10.65,54.79,20.57,53.79,86.41,19.74,55.48,20.67,16.13,18.40,65.93,38.35,34.93,28.22,0.00,40.23,28.99,20.35,53.29,31.13
Seq_4685,20.79,218.52,27.90,21.08,47.74,19.12,34.18,48.51,40.43,13.62,86.25,135.60,32.58,39.32,25.75,22.76,40.21,25.97,53.58,79.94
Seq_4686,38.54,210.69,40.50,32.09,185.79,11.82,197.20,45.45,40.63,28.15,108.08,112.13,22.54,52.96,30.67,64.18,73.35,49.57,529.43,305.92
Seq_4687,19.27,172.28,82.95,42.49,24.28,18.46,95.10,21.00,80.02,12.07,36.08,59.63,27.63,60.17,37.06,40.08,41.03,29.01,120.26,90.58
Seq_4688,24.01,675.41,26.55,36.96,50.17,17.85,88.72,64.13,53.08,18.18,173.42,53.18,31.23,29.79,22.17,25.28,29.41,29.56,99.63,40.87
Seq_4689,18.02,179.33,72.26,16.43,23.96,29.12,92.79,30.51,17.84,22.07,84.19,29.11,49.17,59.09,53.88,18.64,58.96,24.02,51.62,52.12
Seq_4690,20.31,249.65,20.14,21.97,30.53,28.39,122.36,38.92,17.68,22.29,75.26,27.59,27.05,43.55,65.53,47.00,31.06,23.75,117.63,52.08
Seq_4691,63.11,50.38,21.78,22.02,30.61,34.36,53.27,23.18,21.40,20.12,57.60,51.33,34.43,26.94,50.37,20.16,24.55,26.39,47.68,33.21
Seq_4692,45.66,0.00,26.95,50.34,26.28,31.88,99.50,30.48,21.70,24.97,61.31,26.98,43.01,70.26,91.00,28.24,31.55,36.55,304.61,28.92
Seq_4693,13.45,59.50,70.70,18.84,145.45,42.84,65.87,36.62,21.55,19.03,54.72,64.69,23.75,45.76,20.85,37.38,33.91,29.74,62.59,44.26
Seq_4694,18.97,78.47,35.29,14.68,51.70,26.35,105.08,14.10,14.96,27.97,47.45,61.38,34.00,55.43,34.64,68.27,20.96,25.83,134.50,62.59
Seq_4695,30.81,93.48,36.33,43.30,44.61,21.95,92.52,25.97,31.95,24.61,107.35,22.02,106.09,40.08,36.95,28.96,25.09,32.49,72.55,50.99
Seq_4696,25.15,93.48,33.28,45.96,39.20,23.10,90.19,25.56,29.80,29.01,109.79,20.88,108.60,36.49,43.75,26.05,30.09,33.18,74.23,49.61
Seq_4697,19.95,77.43,35.35,20.99,35.53,29.08,167.38,26.07,21.43,20.48,50.69,32.59,61.79,60.34,41.80,37.90,52.81,27.29,286.84,63.56
Seq_4698,27.60,0.00,32.87,29.73,39.98,17.79,80.87,32.93,45.05,23.36,59.06,47.18,27.03,84.31,28.92,27.41,22.12,18.75,88.24,37.77
Seq_4699,29.21,143.39,40.44,33.61,34.97,19.10,44.02,25.82,18.97,20.16,47.63,26.31,70.77,50.24,17.59,37.79,26.15,16.29,108.03,77.18
Seq_4700,39.25,56.41,26.45,21.51,56.87,26.73,80.90,42.71,15.27,20.30,44.99,48.40,27.86,66.83,37.85,30.63,19.46,14.72,55.01,33.52
Seq_4701,31.42,183.87,24.32,23.86,39.00,18.00,136.35,24.90,27.71,13.46,157.04,26.29,70.22,191.38,31.58,15.42,41.63,21.61,172.04,26.25
Seq_4702,30.78,0.00,23.86,19.09,28.76,24.90,67.51,31.02,18.77,12.98,26.00,32.12,58.10,30.34,39.72,37.15,19.51,23.60,86.62,33.35
Seq_4703,23.16,370.76,23.60,34.40,36.71,20.99,96.56,53.31,49.23,25.06,168.40,32.34,30.94,42.42,29.01,39.74,39.43,25.19,48.07,48.92
Seq_4704,29.07,24.85,24.41,16.74,49.71,33.76,62.57,15.30,11.28,16.96,67.91,26.23,58.43,19.88,93.90,40.48,42.07,12.04,0.00,57.99
Seq_4705,37.29,312.31,40.28,22.54,35.12,35.75,133.61,25.16,41.77,18.64,88.13,35.29,41.70,36.47,39.60,27.20,39.07,40.71,125.26,73.07
Seq_4706,19.01,83.57,37.38,24.10,36.84,23.62,79.94,20.71,31.07,28.13,76.41,41.93,35.90,54.31,30.40,23.17,30.04,17.44,229.62,125.96
Seq_4707,23.72,81.21,23.79,29.51,46.33,14.78,64.97,21.57,66.53,15.75,93.11,54.79,22.62,52.51,26.70,49.61,13.23,27.55,117.46,138.02
Seq_4708,23.89,113.53,20.55,38.88,36.40,23.18,147.11,28.64,44.81,19.78,70.53,38.07,52.72,32.65,38.03,41.14,22.91,36.89,72.24,36.98
Seq_4709,31.45,319.44,56.43,55.35,29.16,29.16,194.47,23.00,38.30,13.89,112.98,46.50,49.09,67.91,28.62,30.04,44.19,17.91,145.96,85.86
Seq_4710,31.84,112.68,21.84,23.06,46.04,20.78,36.71,33.00,40.05,18.09,78.74,45.18,28.30,60.47,31.18,31.94,27.76,24.91,209.38,34.14
Seq_4711,34.55,67.30,25.56,28.14,27.88,14.21,52.97,34.05,27.77,24.55,73.43,33.61,51.93,50.25,37.68,22.82,49.34,29.40,0.00,53.06
Seq_4712,42.47,75.71,16.25,26.14,57.13,33.48,30.89,16.24,21.06,25.21,57.43,34.36,54.09,68.06,42.07,22.78,17.62,23.89,50.89,43.82
Seq_4713,0.00,11.23,25.98,16.61,0.00,13.38,26.89,43.14,31.54,49.70,81.01,19.94,28.16,41.78,34.45,22.66,10.76,38.06,42.05,22.17
Seq_4714,30.51,10.66,30.00,0.00,29.01,19.47,0.00,33.76,10.12,14.41,38.05,25.81,18.05,0.00,44.76,55.26,15.39,10.82,0.00,18.55
Seq_4715,32.07,28.16,31.14,21.96,39.71,56.84,42.39,15.77,22.05,16.94,80.97,40.48,34.42,42.70,42.99,31.53,19.54,30.74,121.78,27.82
Seq_4716,12.80,0.00,27.29,29.05,108.93,21.40,87.12,24.59,28.76,29.09,141.36,77.39,49.78,64.49,39.77,27.06,29.11,23.13,117.75,50.06
Seq_4717,73.11,121.30,33.63,24.56,30.10,44.41,106.82,16.64,12.25,21.04,78.35,19.90,83.43,29.89,49.16,18.07,73.68,20.26,107.62,24.43
Seq_4718,18.18,160.37,21.14,51.25,69.03,24.78,42.23,24.35,26.11,12.09,58.17,29.16,31.79,49.55,90.50,31.96,31.79,25.21,86.27,31.20
Seq_4719,12.20,32.21,36.80,15.93,53.07,19.93,42.77,29.89,30.00,16.37,59.15,25.37,35.02,57.76,44.62,24.96,23.81,29.95,49.91,33.85
Seq_4720,10.30,69.28,23.15,22.74,39.99,16.83,122.25,26.33,32.93,20.00,37.60,42.03,38.26,40.40,45.31,25.58,16.57,31.21,106.70,30.48
Seq_4721,14.14,68.92,44.28,21.10,32.50,14.32,44.34,50.28,36.56,25.50,81.60,32.55,37.90,61.79,30.92,34.50,26.85,22.11,58.58,22.01
Seq_4722,15.82,69.28,28.80,43.83,44.93,16.83,122.25,25.12,34.21,18.21,51.79,22.66,39.89,67.98,27.96,24.61,16.81,27.56,106.70,18.78
Seq_4723,10.55,69.28,22.68,37.60,39.87,15.14,122.25,20.07,30.69,18.38,51.79,40.04,39.78,51.67,32.24,40.50,20.12,44.39,106.70,30.48
Seq_4724,30.18,164.89,25.68,31.48,45.53,30.58,70.68,30.25,38.33,29.84,256.71,33.98,56.83,37.35,44.12,18.67,22.15,27.24,62.79,23.84
Seq_4725,30.58,161.03,23.95,30.61,54.03,37.50,61.15,29.53,32.01,24.73,140.25,41.19,51.84,41.01,50.04,19.89,26.56,25.99,58.37,26.57
Seq_4726,16.75,90.83,30.97,21.01,46.43,22.92,49.85,38.75,49.92,12.76,99.92,120.74,47.81,42.32,17.59,41.56,32.42,22.19,122.98,44.77
Seq_4727,19.06,116.65,26.16,44.56,39.22,16.67,78.83,41.00,32.41,15.06,55.43,36.98,29.35,32.58,43.65,21.08,37.96,28.29,110.49,31.41
Seq_4728,15.50,0.00,39.87,20.26,41.30,22.70,54.95,37.47,26.58,13.01,68.94,45.16,57.22,120.94,41.92,36.84,26.34,19.90,84.44,74.02
Seq_4729,11.39,0.00,44.34,21.74,50.81,26.11,122.29,45.20,21.99,15.21,326.02,29.23,34.59,41.37,36.69,30.11,32.58,17.76,89.25,35.87
Seq_4730,33.05,0.00,19.64,26.78,31.65,18.97,32.09,19.45,24.84,12.67,135.91,34.06,26.01,66.69,54.94,20.27,58.83,23.76,152.87,73.32
Seq_4731,44.02,94.03,37.23,40.26,45.43,24.50,117.18,22.54,34.04,27.09,68.98,21.61,113.62,36.29,35.01,29.30,29.17,31.71,68.26,38.03
Seq_4732,51.05,72.50,37.32,49.45,59.04,18.87,106.47,22.42,42.31,23.46,74.14,20.20,36.38,41.83,37.39,22.09,21.48,25.30,62.90,35.86
Seq_4733,11.86,92.11,19.12,42.15,50.21,18.93,68.59,36.30,54.28,12.80,57.83,88.97,36.09,65.45,24.19,35.63,34.67,22.56,87.02,86.33
Seq_4734,40.65,0.00,31.06,13.33,35.73,36.98,45.09,14.30,23.50,15.17,54.21,26.60,29.70,21.22,51.34,31.87,38.33,21.22,64.29,38.88
Seq_4735,26.65,93.48,35.42,39.20,43.68,24.41,92.52,22.97,39.38,27.25,107.35,21.40,106.02,36.34,36.20,29.17,24.84,35.11,72.55,50.99
Seq_4736,26.03,76.69,12.66,24.85,49.84,35.15,62.21,15.74,20.07,15.51,31.14,37.38,38.27,32.84,34.82,36.30,28.75,11.60,0.00,50.08
Seq_4737,13.80,0.00,20.26,23.51,83.22,15.57,243.19,38.53,77.54,20.32,63.48,67.74,55.17,91.98,28.36,21.37,33.85,16.04,240.37,101.86
Seq_4738,22.04,70.86,47.58,15.19,46.04,18.35,61.26,18.18,34.88,27.09,75.86,44.27,21.93,31.02,74.79,34.92,24.11,26.46,89.18,37.99
Seq_4739,29.04,81.71,31.64,29.47,48.77,26.84,60.10,27.87,53.34,19.84,96.79,37.38,27.48,72.68,25.53,40.99,52.39,35.25,92.49,64.47
Seq_4740,28.70,81.71,31.64,29.47,48.77,26.84,60.10,27.87,53.34,19.84,96.79,37.38,27.48,72.68,25.53,40.99,52.39,35.44,92.49,64.47
Seq_4741,24.42,69.70,40.76,27.42,51.48,17.46,82.39,25.36,22.72,16.17,59.36,33.97,36.19,59.70,44.58,26.34,37.05,20.76,159.50,49.99
Seq_4742,20.72,271.18,34.24,20.36,34.50,14.79,64.29,23.69,33.12,28.72,88.78,44.57,45.82,46.60,38.97,48.11,28.82,23.81,194.93,36.80
Seq_4743,34.51,115.39,25.82,16.87,36.86,34.55,38.19,22.06,19.22,21.36,154.15,55.52,27.88,31.55,93.50,32.73,27.14,31.58,59.23,38.13
Seq_4744,10.88,78.79,35.23,26.00,67.67,19.07,81.40,52.95,50.83,15.71,57.28,66.24,28.83,43.22,29.07,34.20,33.74,16.24,153.02,88.62
Seq_4745,19.34,189.13,23.67,25.86,35.41,21.23,90.58,38.90,24.24,12.62,83.14,66.20,96.62,84.22,19.13,25.37,67.63,16.03,89.09,34.22
Seq_4746,16.00,110.20,37.78,29.92,38.47,11.59,118.39,32.04,28.20,15.75,102.10,54.92,40.07,41.84,51.93,29.59,27.74,17.01,0.00,89.24
Seq_4747,15.11,0.00,28.50,21.78,30.95,19.29,111.12,54.23,38.97,22.16,99.12,64.45,22.83,115.79,23.98,34.45,32.69,18.82,103.55,91.45
Seq_4748,47.55,92.21,16.97,30.52,24.31,25.21,44.26,58.14,39.05,20.76,33.35,48.20,22.60,28.84,32.03,24.61,30.84,27.45,68.42,48.09
Seq_4749,37.85,64.01,25.11,15.94,31.63,14.12,36.80,28.42,23.57,17.80,56.20,69.05,45.17,52.48,52.64,24.60,126.44,14.31,136.01,32.62
Seq_4750,36.97,103.44,23.27,31.25,36.46,24.78,119.43,34.10,18.01,22.38,208.15,30.61,23.97,55.47,33.40,29.29,25.40,27.22,81.21,22.15
Seq_4751,31.08,121.14,22.00,36.39,66.57,26.36,231.42,28.09,29.63,20.17,57.82,17.73,50.17,91.37,50.48,25.72,22.31,31.07,120.40,26.30
Seq_4752,20.18,107.17,26.51,25.34,23.07,28.31,21.83,32.82,31.63,16.68,75.98,54.78,37.60,35.80,26.20,37.39,44.08,16.49,66.79,67.96
Seq_4753,27.35,155.86,27.21,36.79,37.22,19.39,51.40,17.66,28.31,18.69,85.50,27.15,69.06,66.35,52.58,46.33,21.98,20.46,201.54,53.25
Seq_4754,20.15,85.19,23.43,23.35,94.88,53.39,74.33,16.86,20.73,16.79,110.63,30.59,25.51,28.40,52.66,29.70,44.51,16.27,65.81,37.49
Seq_4755,31.43,65.45,18.57,17.01,33.31,18.45,60.15,12.99,15.55,27.31,72.35,30.37,37.12,37.36,36.28,19.39,42.56,18.74,0.00,20.45
Seq_4756,23.76,97.63,20.19,45.69,33.02,21.28,33.71,28.20,18.07,13.87,61.08,30.77,28.23,39.99,35.05,24.95,20.40,19.35,69.55,29.89
Seq_4757,25.82,136.05,26.24,18.51,30.30,17.36,57.09,22.74,23.99,18.94,63.37,31.92,35.73,75.25,43.00,33.29,32.35,26.25,70.97,29.55
Seq_4758,13.53,0.00,25.01,43.75,29.22,22.83,0.00,19.14,28.17,17.21,48.67,69.44,71.02,56.90,37.48,15.03,17.77,12.79,133.00,38.52
Seq_4759,21.71,111.24,22.70,22.81,79.56,26.14,79.13,33.83,51.76,12.48,75.02,59.65,21.96,34.06,14.92,76.76,37.38,18.31,200.50,45.65
Seq_4760,44.13,238.35,22.52,35.68,41.78,33.87,63.41,27.58,30.11,19.45,77.10,44.58,68.55,74.89,33.37,31.93,34.68,26.38,72.56,58.09
Seq_4761,21.85,111.75,21.24,35.37,53.26,26.82,74.54,22.16,28.75,17.95,72.01,24.99,50.38,81.58,42.44,29.45,26.96,24.26,0.00,34.34
Seq_4762,61.87,187.42,54.26,16.59,31.46,26.39,100.12,18.85,18.36,15.24,115.97,26.37,95.88,67.57,51.69,35.13,30.34,20.76,308.02,31.40
Seq_4763,24.26,62.21,18.36,15.98,12.96,26.36,55.97,13.09,17.14,65.11,41.60,20.12,30.68,18.05,37.15,29.46,19.35,26.34,54.00,29.28
Seq_4764,19.54,1528.44,29.49,35.69,220.36,113.48,249.18,55.15,19.80,39.88,309.83,27.65,133.40,40.56,85.79,95.65,20.29,25.14,406.97,35.04
Seq_4765,19.50,802.96,29.71,35.83,220.36,140.57,270.57,54.72,18.64,39.88,309.83,27.65,133.40,40.56,85.76,78.89,20.30,25.28,406.97,34.44
Seq_4766,19.62,170.21,26.67,16.89,42.58,29.89,124.91,19.82,23.33,29.19,89.98,31.69,45.55,58.22,41.31,38.21,35.11,18.14,223.56,57.60
Seq_4767,33.68,0.00,19.79,32.95,35.55,12.47,288.49,75.19,35.53,19.28,125.65,17.99,123.87,35.16,35.95,31.04,28.93,25.12,101.31,18.72
Seq_4768,35.35,0.00,17.93,37.08,33.33,12.83,150.14,65.72,35.52,27.39,94.23,18.62,106.90,39.42,32.54,30.69,29.01,25.56,75.99,19.85
Seq_4769,54.68,162.13,29.45,37.34,32.68,43.01,76.03,15.10,26.97,19.21,192.86,30.54,62.74,62.39,46.36,20.68,24.79,41.47,120.29,27.86
Seq_4770,21.45,70.01,48.99,55.76,67.42,13.44,60.38,23.87,37.33,40.18,52.98,28.09,26.48,40.56,52.41,16.19,24.94,19.05,65.90,34.17
