ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Seq_4524,1.86,0.62,9.94,8.07,4.35,6.21,4.97,8.07,8.07,8.07,2.48,6.21,2.48,4.97,2.48,3.73,5.59,4.35,2.48,4.97
Seq_4525,8.25,0.63,5.22,3.13,3.97,10.97,0.94,7.11,4.60,5.75,1.67,10.24,2.51,3.76,2.19,8.99,7.94,6.06,1.57,4.49
Seq_4526,19.03,0.40,6.48,4.86,4.05,9.72,1.21,6.48,4.86,9.72,0.81,5.67,2.43,1.21,4.86,4.86,4.05,6.48,1.62,1.21
Seq_4527,8.28,1.87,4.50,6.49,2.66,9.01,2.16,5.12,5.50,9.15,3.80,3.04,4.15,2.22,6.43,5.82,6.61,7.93,2.69,2.54
Seq_4528,8.40,1.84,4.51,6.35,2.75,8.96,2.22,4.95,5.59,9.10,3.80,3.07,4.13,2.14,6.47,5.97,6.50,8.02,2.72,2.52
Seq_4529,6.96,0.92,4.95,5.13,4.40,7.33,1.47,5.31,7.51,7.69,2.93,6.78,4.76,4.21,2.01,6.59,6.41,6.04,2.75,5.86
Seq_4530,9.93,0.12,6.03,4.26,3.66,7.57,1.54,3.78,5.20,7.92,2.60,5.56,5.44,6.03,4.37,5.20,7.09,6.15,3.43,4.14
Seq_4531,10.90,0.24,7.35,3.67,3.79,7.70,1.30,4.15,5.92,7.58,2.13,5.09,5.81,5.33,4.15,5.45,6.28,5.92,3.08,4.15
Seq_4532,4.85,0.00,5.58,6.07,6.55,3.88,2.67,8.01,7.28,11.41,1.70,6.80,3.88,6.55,3.16,5.58,5.58,4.13,1.21,5.10
Seq_4533,4.19,1.40,8.84,11.16,5.12,2.33,3.26,9.30,9.30,10.23,2.79,3.26,4.19,1.86,4.19,6.98,5.12,3.72,0.00,2.79
Seq_4534,8.36,3.17,5.19,6.34,3.17,8.93,2.02,8.65,6.63,5.19,3.75,3.46,5.48,3.17,4.03,3.75,5.48,10.09,0.00,3.17
Seq_4535,11.96,0.12,9.34,5.48,2.74,5.85,0.12,3.49,7.72,5.73,0.37,4.98,1.87,1.74,1.12,7.85,17.43,7.85,0.50,3.74
Seq_4536,7.61,0.72,4.35,5.07,5.80,5.43,1.45,10.14,8.70,8.33,2.17,9.06,2.17,3.99,1.09,8.70,7.97,2.54,2.17,2.54
Seq_4537,8.81,2.13,5.17,5.47,2.43,10.64,1.52,3.65,6.38,6.69,0.91,7.60,5.17,2.74,3.04,7.60,6.38,6.69,3.65,3.34
Seq_4538,7.29,0.71,3.53,9.41,4.00,8.24,2.12,5.88,5.88,12.00,1.88,4.94,3.06,1.65,6.82,4.47,5.41,9.65,0.00,3.06
Seq_4539,8.63,1.08,6.20,6.47,3.23,9.16,0.81,6.47,7.82,10.78,2.96,3.77,4.31,3.50,3.50,5.12,5.12,7.28,2.16,1.62
Seq_4540,9.23,0.51,3.59,8.21,5.13,2.56,0.51,9.74,8.21,12.82,2.56,3.08,2.56,3.08,3.59,6.15,4.62,7.18,2.56,4.10
Seq_4541,8.82,1.26,7.30,5.29,3.53,5.79,2.02,6.30,6.55,8.31,3.02,7.30,3.27,2.77,3.27,7.05,5.79,5.79,1.01,5.54
Seq_4542,6.67,4.44,3.70,8.15,2.96,7.41,2.96,5.19,8.89,5.93,4.44,5.19,3.70,3.70,2.22,8.15,4.44,8.15,0.74,2.96
Seq_4543,13.09,0.78,7.23,6.84,2.73,10.35,1.76,3.91,2.54,8.20,1.76,2.15,6.05,3.52,7.23,4.10,7.03,6.64,1.95,2.15
Seq_4544,7.04,1.17,4.40,7.92,5.87,7.04,3.23,5.57,7.04,7.92,1.47,2.05,4.11,3.23,8.50,4.11,6.45,5.28,0.59,7.04
Seq_4545,2.96,2.43,6.26,7.30,5.22,6.09,0.70,5.04,6.43,9.04,2.78,5.39,4.17,2.96,3.83,8.35,6.96,8.52,1.04,4.52
Seq_4546,9.02,0.19,6.53,6.33,3.65,7.68,2.69,5.37,7.49,8.64,2.50,5.37,3.84,4.99,2.50,7.29,6.14,5.18,0.96,3.65
Seq_4547,7.68,0.33,8.66,5.72,2.94,11.93,2.94,4.25,5.72,7.68,2.12,3.76,4.58,2.61,5.23,4.58,6.70,5.39,2.45,4.74
Seq_4548,10.73,0.46,5.25,6.16,4.57,8.22,1.14,3.20,8.45,7.53,3.20,5.25,5.48,4.79,2.51,5.71,6.16,4.57,1.83,4.79
Seq_4549,10.58,0.00,2.27,10.08,4.79,9.82,1.01,2.52,4.28,14.36,2.27,1.26,7.05,3.53,8.56,4.03,3.02,7.05,0.76,2.77
Seq_4550,12.13,0.50,4.70,9.16,3.71,7.43,1.49,4.95,5.45,9.65,2.48,2.48,5.69,2.23,8.91,2.48,4.70,7.18,2.48,2.23
Seq_4551,7.32,0.96,5.01,5.59,5.39,7.32,4.05,4.82,2.89,11.75,2.31,3.47,5.01,4.05,5.97,8.29,4.82,7.13,1.73,2.12
Seq_4552,11.59,0.00,4.35,7.54,6.38,6.96,1.74,4.06,5.80,6.96,5.22,3.48,4.93,4.35,3.48,6.67,5.22,7.54,0.87,2.90
Seq_4553,3.11,1.24,8.07,4.66,3.42,4.66,1.24,8.39,5.90,13.04,2.17,4.35,3.11,4.35,5.28,8.39,5.90,9.01,0.31,3.42
Seq_4554,12.88,1.14,4.55,6.82,3.79,9.85,2.65,4.92,4.17,9.85,3.41,2.65,4.17,4.17,3.41,3.03,6.44,8.71,0.38,3.03
Seq_4555,6.16,1.99,5.17,10.54,4.17,7.75,2.98,3.38,6.36,10.93,3.78,2.58,4.17,3.58,7.16,4.17,4.97,5.57,1.59,2.98
Seq_4556,10.80,0.94,5.63,8.45,5.63,9.39,2.35,7.04,5.63,10.33,1.88,1.88,2.82,3.29,6.10,4.23,4.23,5.63,0.00,3.76
Seq_4557,10.80,0.94,5.16,8.92,5.63,8.92,1.88,7.04,5.63,10.80,1.88,2.82,2.82,3.29,5.63,4.23,4.23,5.63,0.00,3.76
Seq_4558,10.00,0.00,5.58,2.33,4.19,10.23,1.16,3.49,3.26,7.21,1.63,4.65,6.51,6.98,4.65,9.07,4.88,9.30,1.86,3.02
Seq_4559,10.71,0.00,5.71,6.43,4.29,2.86,3.57,11.43,7.86,6.43,3.57,6.43,5.71,5.00,3.57,2.14,5.71,6.43,0.00,2.14
Seq_4560,12.82,1.83,5.13,5.13,1.83,9.16,2.93,8.06,4.03,6.23,3.30,2.56,4.40,5.49,5.13,5.49,4.76,8.06,1.10,2.56
Seq_4561,10.94,1.56,7.81,7.03,3.12,7.03,2.34,6.25,1.56,5.47,3.91,3.12,4.69,5.47,9.38,3.12,5.47,7.81,2.34,1.56
Seq_4562,4.41,2.45,8.33,12.75,4.41,4.41,0.98,6.37,6.86,8.82,1.47,7.35,3.92,3.92,1.47,8.33,3.92,2.94,0.98,5.88
Seq_4563,9.55,0.37,5.81,7.87,4.12,4.31,2.43,4.12,6.55,10.86,2.62,3.18,4.87,5.62,7.68,5.81,4.87,5.24,0.19,3.93
Seq_4564,6.76,0.00,2.70,14.19,2.03,6.08,2.70,12.16,8.78,2.70,1.35,2.70,4.05,5.41,4.73,3.38,4.73,6.76,3.38,5.41
Seq_4565,5.56,1.31,7.19,8.50,5.23,4.90,3.92,7.52,9.15,8.50,2.61,5.23,3.27,3.27,5.88,4.25,4.58,4.90,0.33,3.92
Seq_4566,13.29,1.05,4.90,8.39,1.75,6.64,3.50,5.24,5.24,14.34,0.70,2.80,4.55,5.24,5.59,3.15,4.90,5.59,0.70,2.45
Seq_4567,17.79,0.67,4.70,4.36,2.68,11.07,1.68,3.02,3.02,12.08,4.70,3.02,4.03,4.36,4.03,6.04,3.36,6.71,0.67,2.01
Seq_4568,9.74,2.27,6.17,5.52,3.25,11.04,4.87,5.19,1.95,8.12,2.27,3.57,4.87,3.90,6.17,3.90,5.84,7.14,1.95,2.27
Seq_4569,7.82,2.23,5.59,7.82,5.59,5.59,2.79,7.82,3.91,7.26,3.35,1.12,7.26,3.91,7.82,5.59,4.47,5.59,2.23,2.23
Seq_4570,6.56,0.26,6.94,8.87,3.21,5.66,1.67,5.40,6.43,12.47,3.08,2.96,3.60,5.53,5.14,5.27,5.27,8.23,1.03,2.44
Seq_4571,6.70,0.00,5.15,8.76,2.58,6.19,2.06,10.31,9.79,11.86,3.09,4.64,0.52,6.19,3.09,5.15,4.12,6.19,0.52,3.09
Seq_4572,8.95,1.17,5.45,8.56,3.50,7.39,3.50,5.06,2.33,12.06,1.56,3.89,5.06,3.50,5.84,5.06,5.45,7.78,1.56,2.33
Seq_4573,10.96,2.53,2.53,5.34,2.53,5.62,1.97,1.97,4.78,8.71,2.81,4.49,7.58,3.93,6.74,5.06,8.99,7.87,1.40,4.21
Seq_4574,11.30,1.45,5.22,4.06,5.22,8.70,1.45,2.90,8.12,9.28,1.74,4.06,7.25,4.06,2.61,5.80,5.80,7.83,0.87,2.32
Seq_4575,9.35,0.81,5.28,6.10,4.88,7.32,2.44,4.07,2.85,10.98,2.85,0.81,9.35,3.25,6.91,4.88,5.28,7.72,0.81,4.07
Seq_4576,14.50,0.10,6.77,4.87,2.10,11.83,1.05,2.29,2.86,7.25,1.24,2.96,5.53,3.05,4.29,6.68,9.26,7.16,2.19,4.01
Seq_4577,7.91,0.56,5.37,4.52,3.67,9.04,4.24,3.95,7.06,5.65,3.95,7.06,6.50,3.67,1.41,5.08,6.78,9.89,0.56,3.11
Seq_4578,7.34,0.70,7.34,10.31,3.32,7.52,1.40,6.82,5.59,8.92,2.97,3.85,3.50,2.62,6.12,5.24,4.72,7.17,0.35,4.20
Seq_4579,9.13,0.64,6.89,2.56,2.08,9.29,1.28,2.88,2.72,10.90,2.08,6.89,4.97,5.13,5.61,9.62,6.89,6.73,1.60,2.08
Seq_4580,11.54,1.75,4.90,6.64,3.50,8.39,3.15,5.59,5.07,9.62,3.50,2.97,4.72,3.50,4.37,5.77,4.02,7.69,0.87,2.45
Seq_4581,8.73,1.13,3.94,6.76,3.38,7.89,2.82,4.79,2.25,11.83,1.97,3.94,6.76,6.48,5.92,4.51,4.79,7.61,2.54,1.97
Seq_4582,5.37,0.00,3.95,4.52,4.80,11.86,1.41,5.65,3.11,5.08,3.11,8.76,2.54,4.24,3.39,9.32,9.32,5.37,2.26,5.93
Seq_4583,12.41,0.00,8.76,6.57,6.20,5.84,1.09,3.28,8.03,10.95,2.19,2.55,2.92,2.55,6.20,5.47,4.38,7.30,0.36,2.92
Seq_4584,9.00,1.33,3.67,0.67,3.33,10.00,0.33,5.00,2.00,7.00,0.67,7.67,5.33,3.67,2.67,9.00,10.00,12.00,1.33,5.33
Seq_4585,5.34,2.29,3.82,9.92,6.87,8.40,0.00,4.58,9.92,7.63,3.05,6.11,3.05,3.05,4.58,4.58,4.58,7.63,0.76,3.82
Seq_4586,11.57,1.49,7.46,5.60,4.10,2.99,1.49,7.46,5.60,10.07,2.61,6.72,3.73,2.61,4.48,6.72,3.73,5.22,2.61,3.73
Seq_4587,5.05,0.56,4.49,5.05,4.86,6.36,0.19,7.29,5.79,14.02,0.93,7.48,6.54,3.55,1.68,10.09,8.97,4.86,0.56,1.68
Seq_4588,4.87,0.00,3.57,12.66,4.55,4.55,1.62,5.84,10.06,12.99,0.97,2.60,5.19,0.65,7.47,7.14,2.60,6.82,0.97,4.87
Seq_4589,6.62,1.83,5.48,7.08,3.88,8.22,3.65,6.62,5.48,9.13,2.28,2.74,4.57,3.65,4.79,6.85,6.62,6.62,0.91,2.97
Seq_4590,7.50,1.25,7.50,6.25,6.25,6.88,1.25,5.00,4.38,9.38,1.88,6.25,4.38,2.50,5.00,4.38,10.00,5.62,0.62,3.75
Seq_4591,4.11,0.54,4.82,7.50,5.54,6.25,1.61,4.82,6.25,9.11,2.50,6.25,7.50,1.79,3.04,5.18,5.36,7.50,4.46,5.89
Seq_4592,6.28,0.36,5.03,7.36,4.67,7.00,0.18,5.21,7.36,8.62,1.80,6.82,7.18,1.44,3.05,4.13,4.49,8.26,4.67,6.10
Seq_4593,7.81,0.00,3.91,10.94,5.47,7.03,0.78,6.25,6.25,4.69,3.12,3.12,4.69,3.91,5.47,4.69,5.47,13.28,0.00,3.12
Seq_4594,16.52,0.90,5.71,3.60,3.00,8.71,0.90,6.31,6.61,6.31,1.20,3.60,4.20,7.51,2.40,4.50,6.91,7.81,1.20,2.10
Seq_4595,7.07,6.06,12.12,5.05,1.01,6.06,2.02,6.06,5.05,8.08,4.04,5.05,1.01,5.05,4.04,8.08,4.04,3.03,1.01,6.06
Seq_4596,19.44,1.85,5.56,4.63,3.70,5.56,2.78,2.78,6.48,7.41,1.85,3.70,7.41,5.56,1.85,3.70,4.63,5.56,0.93,4.63
Seq_4597,9.49,1.08,6.23,6.78,4.88,9.49,3.52,5.15,6.50,8.67,3.52,2.98,3.79,2.44,4.34,5.42,3.52,7.05,1.90,3.25
Seq_4598,11.94,1.23,5.97,2.14,2.76,10.72,1.53,3.52,3.06,5.97,1.07,5.51,5.21,3.06,4.90,10.11,10.11,6.28,1.68,3.22
Seq_4599,7.69,0.13,8.75,5.97,4.51,6.50,2.25,5.17,5.57,7.69,2.12,4.77,3.85,4.64,4.51,5.04,6.50,7.29,2.39,4.64
Seq_4600,8.15,0.94,6.27,6.27,2.19,14.42,3.76,9.40,5.64,6.90,1.57,2.51,2.19,2.82,5.96,3.76,5.96,8.15,0.31,2.82
Seq_4601,5.48,0.34,6.15,9.67,3.31,8.32,1.76,6.36,7.10,7.84,1.76,8.59,3.25,2.23,2.43,7.91,5.41,5.88,1.69,4.53
Seq_4602,7.48,0.00,7.20,4.99,5.82,8.59,0.42,8.45,10.11,9.28,2.63,3.88,2.77,3.88,1.80,5.68,5.82,6.65,0.28,4.29
Seq_4603,8.29,0.75,8.79,5.78,3.77,6.53,2.26,6.03,10.05,4.77,2.26,6.53,2.26,2.51,2.51,6.78,6.78,3.77,2.76,6.78
Seq_4604,9.43,0.86,7.71,4.86,5.71,6.00,3.14,6.86,4.57,5.14,2.86,6.00,5.14,1.43,4.86,5.14,5.71,6.57,2.29,5.71
Seq_4605,8.04,0.50,9.55,4.27,4.02,5.78,2.01,5.53,9.05,5.28,2.26,7.79,2.01,3.02,2.51,6.78,8.29,3.52,2.76,7.04
Seq_4606,5.50,0.10,6.72,9.16,3.36,7.53,1.02,7.23,7.68,6.62,1.73,7.43,3.41,2.44,3.00,7.53,7.58,5.95,1.37,4.63
Seq_4607,4.44,0.68,5.80,12.63,3.41,6.14,3.07,10.58,8.53,8.53,2.05,6.83,3.07,0.34,2.73,6.14,2.73,8.19,1.02,3.07
Seq_4608,4.31,1.57,5.49,9.41,4.31,5.49,1.57,10.59,10.20,9.02,3.14,5.49,3.14,1.57,3.92,5.88,3.53,9.02,0.39,1.96
Seq_4609,2.67,4.00,2.67,12.67,2.67,2.67,4.67,9.33,10.67,8.00,2.67,4.67,1.33,3.33,6.67,9.33,3.33,5.33,0.67,2.67
Seq_4610,11.43,0.36,10.00,3.93,2.14,4.64,1.79,7.50,15.00,9.29,0.71,6.43,2.86,2.50,1.07,5.00,4.29,8.57,0.36,2.14
Seq_4611,7.29,0.71,4.00,5.88,5.88,4.00,1.65,6.59,6.59,9.18,3.76,4.24,5.18,4.71,5.88,7.76,4.47,5.65,2.35,4.24
Seq_4612,8.46,1.54,1.54,2.31,6.15,10.77,0.77,3.85,4.62,10.77,2.31,3.85,5.38,5.38,3.85,9.23,7.69,4.62,3.85,3.08
Seq_4613,5.56,1.06,5.56,6.36,5.70,8.08,2.25,5.03,5.96,6.49,3.71,6.49,5.30,3.84,3.58,5.30,5.96,5.03,2.12,6.62
Seq_4614,12.72,0.00,6.07,4.05,2.89,8.09,1.16,7.23,7.51,9.54,3.47,4.05,5.78,3.76,1.16,5.78,4.91,8.67,1.45,1.73
Seq_4615,9.81,2.26,6.04,5.28,4.91,9.43,2.26,4.53,2.64,8.68,2.26,5.28,7.55,3.40,6.04,4.53,3.77,6.79,1.89,2.64
Seq_4616,11.15,0.35,8.36,5.23,3.14,6.27,1.74,4.88,5.92,11.15,3.14,3.83,4.53,1.74,4.18,7.67,4.18,8.01,0.35,4.18
Seq_4617,10.98,1.73,5.20,5.78,1.16,14.45,4.62,4.05,6.36,9.25,2.89,3.47,6.36,4.62,1.73,3.47,5.20,8.09,0.00,0.58
Seq_4618,13.64,0.53,7.49,2.14,2.14,11.50,2.41,1.87,2.94,8.02,1.07,2.67,4.01,1.87,4.55,7.22,13.10,7.22,1.87,3.74
Seq_4619,10.65,0.89,2.37,7.10,3.85,10.65,2.37,5.03,2.07,10.95,1.48,2.37,5.03,4.14,7.10,6.21,6.51,9.76,0.30,1.18
Seq_4620,10.75,0.00,4.56,10.42,1.95,6.84,1.63,7.49,9.77,9.45,2.28,3.26,4.23,0.98,4.89,3.26,3.58,12.05,0.65,1.95
Seq_4621,8.73,1.69,7.89,4.23,2.25,9.01,0.00,4.79,7.89,8.45,4.23,5.63,2.25,3.94,1.69,7.61,5.92,8.17,0.85,4.79
Seq_4622,5.41,0.26,3.61,4.38,3.35,5.15,1.80,5.93,9.54,6.96,2.32,10.82,3.61,5.15,2.84,7.99,7.47,6.19,1.03,6.19
Seq_4623,7.10,0.83,8.58,2.97,3.47,7.59,0.99,4.13,7.76,6.77,1.49,9.41,3.63,2.31,1.98,10.23,6.11,6.77,2.31,5.61
Seq_4624,15.82,0.51,4.59,6.63,4.08,9.95,2.04,4.34,5.61,4.34,2.81,3.32,6.63,3.06,2.55,5.61,5.36,8.93,0.26,3.57
Seq_4625,9.96,0.00,4.17,6.88,4.17,11.23,1.63,2.54,5.25,11.78,1.81,3.44,4.89,2.72,6.34,3.08,4.53,11.23,0.91,3.44
Seq_4626,16.83,1.98,7.59,2.97,2.31,7.59,2.31,3.30,1.65,8.91,1.32,1.98,7.26,2.31,7.26,6.93,6.60,6.93,1.65,2.31
Seq_4627,6.63,0.18,7.73,6.81,4.05,5.89,0.92,5.16,11.97,8.66,2.39,5.71,3.87,3.68,1.84,6.63,4.24,6.08,1.84,5.71
Seq_4628,6.59,1.10,4.63,8.24,3.53,4.55,3.14,4.32,6.83,8.32,1.96,4.08,6.28,7.54,5.65,7.69,4.71,6.59,0.86,3.38
Seq_4629,6.01,0.12,6.96,4.36,4.13,10.61,2.36,5.07,6.84,5.66,1.30,6.01,4.36,2.71,3.18,6.72,7.78,7.55,2.71,5.54
Seq_4630,13.58,0.44,5.40,4.96,4.23,7.01,1.61,3.50,2.92,12.26,2.04,3.07,6.42,3.50,6.57,5.99,4.38,7.59,1.31,3.21
Seq_4631,13.14,0.44,5.40,4.96,4.23,6.86,1.61,3.65,2.77,12.26,2.04,3.07,6.42,3.50,7.01,5.99,4.53,7.59,1.31,3.21
Seq_4632,7.88,0.18,9.35,6.32,4.49,7.97,1.01,3.57,4.77,4.95,2.84,5.59,3.48,3.67,2.57,6.69,9.17,7.15,2.29,6.05
Seq_4633,7.49,1.76,8.37,5.29,5.73,7.05,4.85,4.41,3.08,8.81,1.76,5.29,4.41,5.29,5.73,5.73,3.96,6.17,2.64,2.20
Seq_4634,10.99,0.90,6.31,7.57,3.24,7.39,0.72,6.67,2.52,7.21,4.50,4.14,3.78,4.14,6.67,6.67,5.59,7.75,0.54,2.70
Seq_4635,6.46,0.92,2.95,3.32,3.69,9.78,0.74,4.06,4.06,10.70,1.11,7.01,9.59,4.61,2.58,7.75,10.89,7.20,0.74,1.85
Seq_4636,5.79,1.10,3.58,3.58,4.96,6.34,0.55,3.31,2.48,11.85,1.65,8.54,7.16,2.48,4.41,9.64,12.40,5.79,0.55,3.86
Seq_4637,7.47,1.74,7.64,4.51,3.65,11.81,1.04,4.17,3.47,5.73,0.69,7.29,3.65,4.69,2.60,9.38,5.21,6.60,3.30,5.38
Seq_4638,5.94,0.00,8.32,6.93,6.34,6.34,2.38,5.54,8.12,10.50,1.39,4.55,3.96,2.18,5.35,2.18,5.74,6.53,2.57,5.15
Seq_4639,3.50,1.40,4.20,12.59,4.90,8.39,4.20,3.50,3.50,6.29,2.10,1.40,10.49,2.10,6.99,4.20,7.69,9.09,0.70,2.80
Seq_4640,9.33,1.33,3.67,0.67,3.33,10.00,0.33,5.00,2.00,7.00,0.67,7.67,5.33,3.67,2.67,8.67,10.00,12.00,1.33,5.33
Seq_4641,8.67,1.33,3.67,0.67,3.33,10.00,0.33,5.00,2.00,7.00,0.67,7.67,5.33,3.67,2.67,9.00,10.00,12.33,1.33,5.33
Seq_4642,5.31,1.63,8.16,7.35,6.53,8.57,1.63,6.53,5.71,8.57,1.63,4.08,2.45,4.08,6.94,3.67,5.31,7.76,0.41,3.67
Seq_4643,6.96,5.91,5.49,9.07,4.01,2.95,1.48,1.69,9.28,12.03,1.69,3.80,5.49,2.53,2.95,8.86,6.54,5.70,0.21,3.38
Seq_4644,10.00,0.00,7.50,5.83,2.50,9.17,3.33,6.67,4.17,10.00,1.67,3.33,3.33,2.50,6.67,1.67,5.83,12.50,0.00,3.33
Seq_4645,22.33,1.94,4.85,1.94,0.00,9.71,0.97,4.85,6.80,8.74,3.88,4.85,1.94,5.83,1.94,7.77,1.94,4.85,0.00,4.85
Seq_4646,11.08,0.00,4.71,5.26,6.09,8.31,1.66,4.99,4.99,8.59,2.49,2.22,5.54,3.88,7.48,3.88,3.88,8.03,2.77,4.16
Seq_4647,8.75,0.40,5.69,3.98,3.47,8.24,1.42,4.15,6.20,5.17,1.53,4.78,6.94,3.52,2.56,7.79,9.27,5.86,3.92,6.37
Seq_4648,10.46,1.88,4.81,5.86,2.72,5.65,3.14,5.86,5.86,7.74,2.51,4.18,4.81,3.77,3.35,8.37,5.86,9.00,0.84,3.35
Seq_4649,8.87,0.81,2.42,12.10,4.84,6.45,3.23,5.65,8.06,6.45,1.61,2.42,8.06,1.61,4.84,4.84,4.03,7.26,1.61,4.84
Seq_4650,9.09,0.30,7.27,10.30,3.94,5.76,2.12,5.45,2.12,10.61,2.12,4.55,6.06,2.73,1.21,6.67,3.64,10.30,1.82,3.94
Seq_4651,5.27,3.22,4.54,8.27,3.44,6.66,1.68,5.34,5.05,8.49,2.85,6.22,5.93,2.56,5.85,7.10,5.05,6.36,1.54,4.61
Seq_4652,15.86,1.13,7.37,4.53,1.70,9.07,1.98,2.83,1.13,10.48,1.98,2.27,4.82,3.68,7.65,5.67,5.67,9.92,1.70,0.57
Seq_4653,7.05,0.07,7.82,4.47,3.21,7.12,1.05,7.40,6.42,5.73,1.82,8.87,3.49,3.84,1.82,7.61,8.10,7.89,1.96,4.26
Seq_4654,5.73,1.43,4.91,5.52,4.29,7.16,1.43,7.57,3.48,5.52,1.43,6.34,5.32,3.89,2.04,8.18,9.00,11.04,1.02,4.70
Seq_4655,6.09,0.70,5.85,11.01,4.92,5.39,3.28,8.20,8.90,7.73,2.11,5.85,2.34,2.58,2.58,4.45,5.85,7.26,0.47,4.45
Seq_4656,4.35,1.93,7.25,8.70,6.28,5.31,1.45,8.21,11.59,9.18,2.90,4.35,3.38,2.90,3.38,3.86,4.83,4.35,1.93,3.86
Seq_4657,5.63,0.26,5.37,9.04,3.58,8.95,1.02,7.84,6.82,7.33,1.19,8.78,3.32,2.05,2.64,7.84,6.48,6.91,0.85,4.09
Seq_4658,9.25,1.16,4.05,6.94,3.47,13.87,6.36,2.89,6.94,7.51,4.05,2.89,8.09,0.58,1.73,5.20,4.62,8.09,0.00,2.31
Seq_4659,6.25,3.33,10.42,10.83,5.00,5.83,6.25,6.25,5.00,8.33,1.25,1.67,4.58,1.25,5.00,7.50,4.58,5.83,0.00,0.83
Seq_4660,11.88,2.50,5.00,5.62,5.00,8.12,3.75,3.75,3.75,8.12,3.75,4.38,1.88,5.00,5.62,6.25,2.50,9.38,1.88,1.88
Seq_4661,7.47,4.98,4.56,3.73,1.66,9.96,4.15,4.15,4.15,7.88,2.90,4.56,2.90,3.32,2.49,10.37,4.15,9.96,1.66,4.98
Seq_4662,13.92,2.53,6.96,3.16,3.80,7.59,1.27,4.43,1.27,10.76,2.53,6.96,2.53,2.53,6.96,9.49,1.90,7.59,1.90,1.90
Seq_4663,14.14,2.09,3.14,11.52,7.33,7.85,4.19,6.28,5.76,5.76,1.05,3.66,2.62,2.62,7.33,3.66,3.66,3.14,1.05,3.14
Seq_4664,6.08,1.05,7.55,6.29,6.71,6.71,2.73,4.40,6.92,9.01,1.47,3.35,7.76,1.89,4.82,6.08,5.66,6.29,1.68,3.56
Seq_4665,6.10,0.94,4.23,7.98,2.82,4.69,3.76,6.10,3.29,13.15,1.41,4.69,9.39,7.04,5.16,2.82,6.57,3.76,1.88,4.23
Seq_4666,8.39,4.20,4.90,4.66,2.10,10.49,2.10,5.36,7.46,5.83,2.80,6.53,4.66,4.43,3.26,6.76,5.13,5.59,1.40,3.96
Seq_4667,9.33,0.74,2.33,5.28,2.09,7.36,3.80,3.68,4.54,7.73,1.35,2.70,10.67,8.96,3.56,10.92,5.89,6.38,0.37,2.33
Seq_4668,9.03,0.71,6.37,5.31,3.19,6.02,1.77,2.48,5.66,9.20,2.83,5.31,7.43,6.37,4.25,5.13,6.55,5.49,2.83,4.07
Seq_4669,10.47,1.38,5.37,6.34,2.62,7.71,1.93,4.13,2.62,13.36,3.72,2.75,3.44,3.99,7.99,6.47,4.96,7.58,1.38,1.79
Seq_4670,8.16,1.21,7.85,5.44,4.53,6.34,2.42,3.32,4.83,7.25,4.53,4.23,6.04,5.74,5.74,5.74,5.44,8.76,0.60,1.81
Seq_4671,18.77,1.40,4.20,5.88,1.40,9.52,2.80,4.48,1.40,9.52,2.24,1.96,6.44,2.24,7.28,4.48,5.60,7.00,0.56,2.80
Seq_4672,12.65,0.88,4.71,5.88,3.53,7.65,2.35,2.94,2.94,9.41,5.29,1.47,5.88,4.12,5.59,5.88,6.18,8.82,1.76,2.06
Seq_4673,8.73,0.79,5.56,4.76,3.17,6.35,0.00,12.70,7.14,5.56,0.79,7.14,4.76,4.76,1.59,6.35,7.94,8.73,0.00,3.17
Seq_4674,13.41,2.44,6.10,5.49,3.05,7.93,1.22,6.10,4.27,6.71,1.83,4.27,3.05,2.44,6.10,9.76,4.27,6.10,0.61,4.88
Seq_4675,10.89,0.00,8.87,4.03,4.84,7.26,0.81,4.84,11.69,9.27,1.61,5.24,2.82,2.42,2.02,4.84,5.65,8.06,0.81,4.03
Seq_4676,17.07,1.83,6.10,5.49,2.44,7.93,1.22,3.05,4.88,7.93,1.83,2.44,3.66,2.44,6.71,5.49,4.27,8.54,0.61,6.10
Seq_4677,8.03,0.00,2.68,5.02,4.01,7.02,0.33,6.69,5.69,10.37,1.34,8.70,4.01,5.35,3.68,4.01,7.36,10.03,1.34,4.35
Seq_4678,15.00,0.28,5.28,4.72,1.67,9.17,0.56,6.39,1.94,11.11,1.67,1.67,8.06,4.72,5.83,6.11,6.11,7.50,0.28,1.94
Seq_4679,12.06,0.50,1.01,3.52,4.02,10.05,1.01,9.55,5.53,13.07,4.52,1.51,3.52,0.50,2.51,8.54,1.51,10.55,1.51,5.03
Seq_4680,13.08,0.27,7.90,4.63,2.45,4.90,1.09,5.99,9.54,8.17,3.00,6.27,4.63,4.36,1.91,3.81,5.18,8.17,1.63,3.00
Seq_4681,7.78,0.60,3.89,6.59,5.54,6.14,0.45,10.03,8.23,12.13,2.84,4.19,3.89,0.75,1.95,6.14,4.04,9.13,1.50,4.19
Seq_4682,2.83,2.83,6.27,8.09,3.44,6.47,2.12,5.26,9.20,6.67,1.82,9.71,2.93,1.92,1.62,10.92,5.97,5.86,0.91,5.16
